Mach, Specific Range
   0.246352,    0.286846
   0.248399,    0.287440
   0.250446,    0.287980
   0.252493,    0.288471
   0.254540,    0.288852
   0.256587,    0.289177
   0.258634,    0.289457
   0.260681,    0.289617
   0.262728,    0.289748
   0.264775,    0.289792
   0.266821,    0.289770
   0.268868,    0.289701
   0.270915,    0.289534
   0.272962,    0.289349
   0.275009,    0.289045
   0.277056,    0.288674
   0.279103,    0.288130
   0.281150,    0.287593
   0.283197,    0.286938
   0.285244,    0.286282
   0.287291,    0.285528
   0.289338,    0.284753
   0.291385,    0.283915
   0.293432,    0.283022
   0.295479,    0.282115
   0.297526,    0.281106
   0.299572,    0.280108
   0.301619,    0.279023
   0.303666,    0.277911
   0.305713,    0.276792
   0.307760,    0.275569
   0.309807,    0.274356
   0.311854,    0.272932
   0.313901,    0.271384
   0.315948,    0.269849
   0.317995,    0.268269
   0.320042,    0.266642
   0.322089,    0.265030
   0.324136,    0.263382
   0.326183,    0.261682
   0.328230,    0.259998
   0.330277,    0.258308
   0.332323,    0.256542
   0.334370,    0.254792
   0.336417,    0.253058
   0.338464,    0.251263
   0.340511,    0.249455
   0.342558,    0.247663
   0.344605,    0.245884
   0.346652,    0.244029
   0.348699,    0.242191
   0.350746,    0.240371
   0.352793,    0.238559
   0.354840,    0.236679
   0.356887,    0.234816
   0.358934,    0.232972
   0.360981,    0.231144
   0.363028,    0.229260
   0.365074,    0.227381
   0.367121,    0.225521
   0.369168,    0.223679
   0.371215,    0.221831
   0.373262,    0.219945
   0.375309,    0.218078
   0.377356,    0.216230
   0.379403,    0.214399
   0.381450,    0.212542
   0.383497,    0.210658
   0.385544,    0.208794
   0.387591,    0.206949
   0.389638,    0.205124
   0.391685,    0.203318
   0.393732,    0.201465
   0.395779,    0.199633
   0.397825,    0.197820
   0.399872,    0.196027
   0.401919,    0.194254
   0.403966,    0.192490
   0.406013,    0.190697
   0.408060,    0.188923
   0.410107,    0.187169
   0.412154,    0.185435
   0.414201,    0.183716
   0.416248,    0.181998
   0.418295,    0.180261
   0.420342,    0.178531
   0.422389,    0.176821
   0.424436,    0.175132
   0.426483,    0.173462
   0.428530,    0.171811
   0.430576,    0.170180
   0.432623,    0.168537
   0.434670,    0.166899
   0.436717,    0.165281
   0.438764,    0.163682
   0.440811,    0.162102
   0.442858,    0.160541
   0.444905,    0.158998
   0.446952,    0.157474
   0.448999,    0.155929
