Mach, Specific Range
   0.229632,    0.342482
   0.231897,    0.343294
   0.234162,    0.343996
   0.236427,    0.344594
   0.238692,    0.345093
   0.240957,    0.345458
   0.243222,    0.345724
   0.245487,    0.345911
   0.247752,    0.345999
   0.250017,    0.345933
   0.252282,    0.345801
   0.254548,    0.345558
   0.256813,    0.345189
   0.259078,    0.344778
   0.261343,    0.344193
   0.263608,    0.343570
   0.265873,    0.342823
   0.268138,    0.342003
   0.270403,    0.341092
   0.272668,    0.340093
   0.274933,    0.339017
   0.277198,    0.337771
   0.279463,    0.336386
   0.281728,    0.334944
   0.283993,    0.333405
   0.286258,    0.331853
   0.288523,    0.330163
   0.290788,    0.328489
   0.293053,    0.326689
   0.295318,    0.324870
   0.297583,    0.323013
   0.299848,    0.321056
   0.302113,    0.319115
   0.304378,    0.317080
   0.306643,    0.315009
   0.308908,    0.312955
   0.311173,    0.310673
   0.313438,    0.308210
   0.315703,    0.305773
   0.317968,    0.303226
   0.320233,    0.300692
   0.322498,    0.298185
   0.324763,    0.295602
   0.327028,    0.293008
   0.329293,    0.290443
   0.331558,    0.287861
   0.333823,    0.285220
   0.336088,    0.282608
   0.338353,    0.280025
   0.340618,    0.277386
   0.342883,    0.274739
   0.345148,    0.272124
   0.347413,    0.269543
   0.349679,    0.266905
   0.351944,    0.264271
   0.354209,    0.261669
   0.356474,    0.259097
   0.358739,    0.256501
   0.361004,    0.253887
   0.363269,    0.251305
   0.365534,    0.248754
   0.367799,    0.246234
   0.370064,    0.243660
   0.372329,    0.241110
   0.374594,    0.238592
   0.376859,    0.236105
   0.379124,    0.233649
   0.381389,    0.231129
   0.383654,    0.228631
   0.385919,    0.226165
   0.388184,    0.223732
   0.390449,    0.221329
   0.392714,    0.218931
   0.394979,    0.216519
   0.397244,    0.214139
   0.399509,    0.211791
   0.401774,    0.209474
   0.404039,    0.207188
   0.406304,    0.204914
   0.408569,    0.202626
   0.410834,    0.200369
   0.413099,    0.198142
   0.415364,    0.195928
   0.417629,    0.193736
   0.419894,    0.191574
   0.422159,    0.189414
   0.424424,    0.187258
   0.426689,    0.185133
   0.428954,    0.183037
   0.431219,    0.180971
   0.433484,    0.178934
   0.435749,    0.176926
   0.438014,    0.174945
   0.440279,    0.172949
   0.442545,    0.170980
   0.444810,    0.169038
   0.447075,    0.167124
   0.449340,    0.165227
   0.451605,    0.163344
   0.453870,    0.161488
