Mach, Specific Range
   0.233026,    0.330059
   0.235284,    0.330786
   0.237541,    0.331415
   0.239799,    0.331954
   0.242057,    0.332419
   0.244315,    0.332758
   0.246572,    0.333008
   0.248830,    0.333187
   0.251088,    0.333233
   0.253346,    0.333183
   0.255604,    0.333081
   0.257861,    0.332817
   0.260119,    0.332503
   0.262377,    0.332091
   0.264635,    0.331577
   0.266893,    0.331014
   0.269150,    0.330311
   0.271408,    0.329595
   0.273666,    0.328719
   0.275924,    0.327845
   0.278182,    0.326670
   0.280439,    0.325505
   0.282697,    0.324199
   0.284955,    0.322886
   0.287213,    0.321468
   0.289470,    0.320011
   0.291728,    0.318503
   0.293986,    0.316906
   0.296244,    0.315324
   0.298502,    0.313598
   0.300759,    0.311881
   0.303017,    0.310116
   0.305275,    0.308270
   0.307533,    0.306439
   0.309791,    0.304521
   0.312048,    0.302355
   0.314306,    0.300141
   0.316564,    0.297834
   0.318822,    0.295520
   0.321080,    0.293231
   0.323337,    0.290864
   0.325595,    0.288485
   0.327853,    0.286130
   0.330111,    0.283740
   0.332368,    0.281304
   0.334626,    0.278894
   0.336884,    0.276510
   0.339142,    0.274034
   0.341400,    0.271580
   0.343657,    0.269152
   0.345915,    0.266731
   0.348173,    0.264248
   0.350431,    0.261793
   0.352689,    0.259366
   0.354946,    0.256949
   0.357204,    0.254471
   0.359462,    0.252021
   0.361720,    0.249600
   0.363978,    0.247206
   0.366235,    0.244766
   0.368493,    0.242333
   0.370751,    0.239929
   0.373009,    0.237553
   0.375266,    0.235203
   0.377524,    0.232798
   0.379782,    0.230417
   0.382040,    0.228047
   0.384298,    0.225706
   0.386555,    0.223395
   0.388813,    0.221047
   0.391071,    0.218716
   0.393329,    0.216416
   0.395587,    0.214145
   0.397844,    0.211903
   0.400102,    0.209678
   0.402360,    0.207425
   0.404618,    0.205201
   0.406876,    0.203007
   0.409133,    0.200840
   0.411391,    0.198703
   0.413649,    0.196593
   0.415907,    0.194433
   0.418164,    0.192295
   0.420422,    0.190185
   0.422680,    0.188104
   0.424938,    0.186051
   0.427196,    0.184026
   0.429453,    0.182028
   0.431711,    0.180011
   0.433969,    0.178017
   0.436227,    0.176051
   0.438485,    0.174112
   0.440742,    0.172199
   0.443000,    0.170312
   0.445258,    0.168452
   0.447516,    0.166612
   0.449774,    0.164744
   0.452031,    0.162895
   0.454289,    0.161073
   0.456547,    0.159275
