Speed(TAS), Altitude
 140.099741,    0.000000
 140.774609,  328.083990
 141.454245,  656.167979
 142.138694,  984.251969
 142.828000, 1312.335958
 143.522209, 1640.419948
 144.221367, 1968.503937
 144.925521, 2296.587927
 145.634718, 2624.671916
 146.349006, 2952.755906
 147.068432, 3280.839895
 147.793046, 3608.923885
 148.522897, 3937.007874
 149.258035, 4265.091864
 149.998511, 4593.175853
 150.744376, 4921.259843
 151.495682, 5249.343832
 152.252481, 5577.427822
 153.014826, 5905.511811
 153.782771, 6233.595801
 154.556370, 6561.679790
 155.335679, 6889.763780
 156.120753, 7217.847769
 156.911648, 7545.931759
 157.708421, 7874.015748
 158.511131, 8202.099738
 159.319835, 8530.183727
 160.134592, 8858.267717
 160.955464, 9186.351706
 161.782509, 9514.435696
 162.615790, 9842.519685
 163.455369, 10170.603675
 164.301308, 10498.687664
 165.153671, 10826.771654
 166.012523, 11154.855643
 166.877929, 11482.939633
 167.749955, 11811.023622
 168.628668, 12139.107612
 169.514136, 12467.191601
 170.406427, 12795.275591
 171.305611, 13123.359580
 172.211758, 13451.443570
 173.124939, 13779.527559
 174.045227, 14107.611549
 174.972695, 14435.695538
 175.907417, 14763.779528
 176.849467, 15091.863517
 177.798922, 15419.947507
 178.755858, 15748.031496
 179.720354, 16076.115486
 180.692488, 16404.199475
 181.672341, 16732.283465
 182.659992, 17060.367454
 183.655525, 17388.451444
 184.659023, 17716.535433
 185.670569, 18044.619423
 186.690250, 18372.703412
 187.718150, 18700.787402
 188.754359, 19028.871391
 189.798965, 19356.955381
 190.852057, 19685.039370
 191.913727, 20013.123360
 192.984067, 20341.207349
 194.063171, 20669.291339
 195.151134, 20997.375328
 196.248052, 21325.459318
 197.354021, 21653.543307
 198.469142, 21981.627297
 199.593513, 22309.711286
 201.542366, 22637.795276
 203.087243, 22965.879265
 205.041368, 23293.963255
 206.997217, 23622.047244
 208.954832, 23950.131234
 210.914255, 24278.215223
 213.271199, 24606.299213
 215.232347, 24934.383202
 217.195423, 25262.467192
 219.550041, 25590.551181
