alpha body, CLh_e
 -10.000000,   -0.339265
  -9.000000,   -0.309034
  -8.000000,   -0.279629
  -7.000000,   -0.251045
  -6.000000,   -0.223289
  -5.000000,   -0.196287
  -4.000000,   -0.170043
  -3.000000,   -0.144608
  -2.000000,   -0.118063
  -1.000000,   -0.093858
   0.000000,   -0.070442
   1.000000,   -0.047764
   2.000000,   -0.025877
   3.000000,   -0.004800
   4.000000,    0.015466
   5.000000,    0.034940
   6.000000,    0.053688
   7.000000,    0.071665
   8.000000,    0.088848
   9.000000,    0.105236
  10.000000,    0.120843
  11.000000,    0.135726
  12.000000,    0.150545
  13.000000,    0.166629
  14.000000,    0.184892
  15.000000,    0.205234
  16.000000,    0.226044
