Speed (CAS), Efficiency
  69.863952,   14.619626
  71.220643,   15.004638
  72.577335,   15.314596
  73.934026,   15.586355
  75.290717,   15.844622
  76.647409,   16.052089
  78.004100,   16.261918
  79.360791,   16.426224
  80.717482,   16.589477
  82.074174,   16.725072
  83.430865,   16.846825
  84.787556,   16.964460
  86.144248,   17.042439
  87.500939,   17.122393
  88.857630,   17.188724
  90.214322,   17.223648
  91.571013,   17.259246
  92.927704,   17.291210
  94.284395,   17.266850
  95.641087,   17.242208
  96.997778,   17.217285
  98.354469,   17.177942
  99.711161,   17.101779
 101.067852,   17.025259
 102.424543,   16.948400
 103.781235,   16.871221
 105.137926,   16.759836
 106.494617,   16.639165
 107.851308,   16.518706
 109.208000,   16.398486
 110.564691,   16.278534
 111.921382,   16.140415
 113.278074,   15.966551
 114.634765,   15.794366
 115.991456,   15.623869
 117.348148,   15.455073
 118.704839,   15.287985
 120.061530,   15.122612
 121.418222,   14.936768
 122.774913,   14.734444
 124.131604,   14.535370
 125.488295,   14.339503
 126.844987,   14.146800
 128.201678,   13.957217
 129.558369,   13.770710
 130.915061,   13.587237
 132.271752,   13.406752
 133.628443,   13.207496
 134.985135,   13.003758
 136.341826,   12.804245
 137.698517,   12.608856
 139.055208,   12.417493
 140.411900,   12.230059
 141.768591,   12.046460
 143.125282,   11.866604
 144.481974,   11.690402
 145.838665,   11.517766
 147.195356,   11.348611
 148.552048,   11.182854
 149.908739,   11.008167
 151.265430,   10.830542
 152.622121,   10.657033
 153.978813,   10.487519
 155.335504,   10.321883
 156.692195,   10.160013
 158.048887,   10.001797
 159.405578,    9.847133
 160.762269,    9.695916
 162.118961,    9.548050
 163.475652,    9.403439
 164.832343,    9.261992
 166.189035,    9.123619
 167.545726,    8.988236
 168.902417,    8.855759
 170.259108,    8.726108
 171.615800,    8.599206
 172.972491,    8.474978
 174.329182,    8.348515
 175.685874,    8.221657
 177.042565,    8.097657
 178.399256,    7.976430
 179.755948,    7.857894
 181.112639,    7.741971
 182.469330,    7.628585
 183.826021,    7.517662
 185.182713,    7.409132
 186.539404,    7.302927
 187.896095,    7.198981
 189.252787,    7.097231
 190.609478,    6.997615
 191.966169,    6.900075
 193.322861,    6.804553
 194.679552,    6.710994
 196.036243,    6.619346
 197.392934,    6.529556
 198.749626,    6.441575
 200.106317,    6.355354
 201.463008,    6.270848
 202.819700,    6.188011
 204.176391,    6.106799
