Speed (CAS), Climb Angle
 135.689360,    1.852219
 138.480067,    1.838641
 141.270773,    1.869172
 144.061480,    1.890476
 146.852186,    1.903675
 149.642892,    1.905369
 152.433599,    1.902786
 155.224305,    1.894008
 158.015012,    1.878956
 160.805718,    1.859593
 163.596425,    1.834067
 166.387131,    1.805228
 169.177837,    1.772670
 171.968544,    1.733196
 174.759250,    1.695774
 177.549957,    1.649319
 180.340663,    1.600902
 183.131369,    1.555128
 185.922076,    1.499518
 188.712782,    1.442954
 191.503489,    1.388776
 194.294195,    1.329367
 197.084901,    1.265281
 199.875608,    1.202959
 202.666314,    1.141575
 205.457021,    1.074034
 208.247727,    1.003692
 211.038434,    0.934514
 213.829140,    0.864981
 216.619846,    0.795753
 219.410553,    0.719909
 222.201259,    0.642514
 224.991966,    0.564843
 227.782672,    0.488488
 230.573378,    0.411659
 233.364085,    0.333862
 236.154791,    0.249128
 238.945498,    0.163943
 241.736204,    0.078183
 244.526910,   -0.007266
 247.317617,   -0.092986
 250.108323,   -0.179281
 252.899030,   -0.265703
 255.689736,   -0.357430
 258.480443,   -0.452424
 261.271149,   -0.547891
 264.061855,   -0.643725
 266.852562,   -0.740221
 269.643268,   -0.837297
 272.433975,   -0.934729
 275.224681,   -1.032825
 278.015387,   -1.131574
 280.806094,   -1.230673
 283.596800,   -1.336041
 286.387507,   -1.443458
 289.178213,   -1.551388
 291.968919,   -1.660016
 294.759626,   -1.769380
 297.550332,   -1.879348
 300.341039,   -1.989990
 303.131745,   -2.101370
 305.922452,   -2.213422
 308.713158,   -2.326148
 311.503864,   -2.439614
 314.294571,   -2.553798
 317.085277,   -2.668678
 319.875984,   -2.784299
 322.666690,   -2.905334
 325.457396,   -3.028550
 328.248103,   -3.152564
 331.038809,   -3.277377
 333.829516,   -3.403051
 336.620222,   -3.529528
 339.410928,   -3.656806
 342.201635,   -3.784988
 344.992341,   -3.914000
 347.783048,   -4.043816
 350.573754,   -4.174557
 353.364460,   -4.306179
 356.155167,   -4.438609
 358.945873,   -4.571960
 361.736580,   -4.706266
 364.527286,   -4.841384
 367.317993,   -4.977399
 370.108699,   -5.114467
 372.899405,   -5.252350
 375.690112,   -5.391082
 378.480818,   -5.530987
 381.271525,   -5.671712
 384.062231,   -5.815187
 386.852937,   -5.963062
 389.643644,   -6.111844
 392.434350,   -6.261492
 395.225057,   -6.412385
 398.015763,   -6.564289
 400.806469,   -6.717065
 403.597176,   -6.871036
 406.387882,   -7.026145
 409.178589,   -7.182132
 411.969295,   -7.339242
