Speed (CAS), Rate of Climb
 137.888741,  586.102424
 140.067978,  605.824494
 142.247215,  619.553632
 144.426452,  632.828323
 146.605688,  642.800401
 148.784925,  652.653703
 150.964162,  659.571571
 153.143399,  666.643241
 155.322635,  671.623392
 157.501872,  675.557400
 159.681109,  679.919260
 161.860346,  681.529883
 164.039582,  682.998823
 166.218819,  684.573623
 168.398056,  683.740076
 170.577293,  682.698466
 172.756529,  681.450983
 174.935766,  678.930846
 177.115003,  675.396788
 179.294240,  671.582275
 181.473476,  667.488221
 183.652713,  661.491087
 185.831950,  654.180917
 188.011187,  646.488025
 190.190423,  638.588390
 192.369660,  630.435378
 194.548897,  619.323486
 196.728134,  607.738842
 198.907370,  596.036789
 201.086607,  584.220895
 203.265844,  571.942583
 205.445081,  556.943814
 207.624317,  541.220141
 209.803554,  525.074201
 211.982791,  508.374977
 214.162028,  491.154124
 216.341264,  473.839020
 218.520501,  454.930144
 220.699738,  432.149680
 222.878975,  408.812327
 225.058211,  385.029299
 227.237448,  360.556658
 229.416685,  335.390251
 231.595922,  309.680317
 233.775158,  283.360804
 235.954395,  255.960028
 238.133632,  224.126430
 240.312869,  191.593876
 242.492106,  158.245092
 244.671342,  124.063698
 246.850579,   89.066489
 249.029816,   53.315251
 251.209053,   16.717713
 253.388289,  -20.731344
 255.567526,  -58.991349
 257.746763,  -98.063090
 259.926000, -140.189161
 262.105236, -185.241975
 264.284473, -231.217825
 266.463710, -278.163438
 268.642947, -326.103200
 270.822183, -375.040304
 273.001420, -424.925554
 275.180657, -475.822331
 277.359894, -527.736758
 279.539130, -580.661095
 281.718367, -634.586864
 283.897604, -689.547987
 286.076841, -745.550587
 288.256077, -802.587347
 290.435314, -860.870336
 292.614551, -924.314949
 294.793788, -988.922796
 296.973024, -1054.700097
 299.152261, -1121.654262
 301.331498, -1189.792224
 303.510735, -1259.124753
 305.689971, -1329.672946
 307.869208, -1401.425826
 310.048445, -1474.390250
 312.227682, -1548.594037
 314.406918, -1624.048011
 316.586155, -1700.734742
 318.765392, -1778.661087
 320.944629, -1857.886407
 323.123865, -1938.383954
 325.303102, -2020.142656
 327.482339, -2103.171946
 329.661576, -2187.570435
 331.840812, -2273.251945
 334.020049, -2360.223334
 336.199286, -2448.529771
 338.378523, -2539.777826
 340.557759, -2634.474537
 342.736996, -2730.561724
 344.916233, -2828.136937
 347.095470, -2927.180989
 349.274707, -3027.639422
 351.453943, -3129.519555
 353.633180, -3232.988398
