Cl, Efficiency
   0.590614,    6.057657
   0.671366,    6.931951
   0.752357,    7.818964
   0.833586,    8.717640
   0.915052,    9.625043
   0.996753,   10.536293
   1.078688,   11.448194
   1.160857,   12.358863
   1.243261,   13.264055
   1.327136,   14.174943
   1.409017,   15.026169
   1.491131,   15.837495
   1.573480,   16.565224
   1.656064,   17.297839
   1.738883,   18.043798
