Ground Distance, Angles
   0.000000,    0.000000
   1.548757,    0.000000
   6.169300,    0.000000
  13.822748,    0.000000
  24.469864,    0.000000
  38.071078,    0.000000
  54.586525,    0.000000
  73.976065,    0.000000
  96.199315,    0.000000
 121.215689,    0.000000
 148.984405,    0.000000
 179.464540,    0.000000
 212.615040,    0.000000
 248.394761,    0.000000
 286.762509,    0.000000
 327.677085,    0.000000
 371.097342,    0.000000
 416.982240,    0.000000
 465.290878,    0.000000
 515.982564,    0.000000
 569.016800,    0.000000
 624.353311,    0.000000
 681.952009,    0.000000
 688.328143,    0.000000
 748.394714,    2.520752
 810.683161,    4.859113
 844.610418,    5.937921
 900.042340,    7.617800
 933.481435,    7.617800
1001.645514,    7.617800
1071.033011,    7.617800
1095.271281,    7.617800
1165.560093,    7.617800
1196.255076,    7.617800
1266.738685,    3.457800
1337.221332,    2.927800
1407.703322,    2.907800
1478.185440,    2.927800
1548.668153,    2.947800
1619.151394,    2.967800
1689.635174,    2.987800
1760.119517,    3.007800
1830.604403,    3.027800
1901.089858,    3.047800
1940.874550,    3.047800
1995.290304,    2.987800
2065.775737,    2.987800
2136.261577,    3.027800
2206.748012,    3.047800
2277.235008,    3.067800
2347.722588,    3.087800
2418.210775,    3.107800
2488.699551,    3.127800
2559.188880,    3.147800
2629.678788,    3.167800
2677.437898,    3.167800
2747.927869,    0.137800
2818.417136,    0.174414
2888.906980,    0.277800
2959.397645,    0.337800
3029.889217,    3.417800
3100.381646,    3.597800
3170.874694,    3.617800
3241.368235,    3.637800
3311.862189,    3.637800
3382.356219,    3.637800
3452.850680,    3.657800
3523.345496,    3.657800
3593.840741,    3.677800
3664.336397,    3.677800
3734.832262,    3.677800
3805.328651,    3.697800
3875.825284,    3.697800
3946.322379,    3.717800
4016.819847,    3.717800
4087.317624,    3.717800
4157.815902,    3.737800
4228.314374,    3.737800
4298.813337,    3.757800
4369.312571,    3.757800
4439.812167,    3.777800
4510.312215,    3.777800
4580.812516,    3.777800
4651.313361,    3.797800
4721.814454,    3.797800
4792.316008,    3.817800
4862.817932,    3.817800
4933.320159,    3.817800
5003.822877,    3.837800
5074.325779,    3.837800
5144.829178,    3.857800
5215.332909,    3.857800
5285.837047,    3.877800
5356.341609,    3.877800
5426.846389,    3.877800
5497.351685,    3.897800
5567.857214,    3.897800
5638.363187,    3.917800
5708.869530,    3.917800
5779.376173,    3.917800
5849.883318,    3.937800
5920.390663,    3.937800
5990.898502,    3.957800
6061.406630,    3.957800
6131.915132,    3.977800
6202.424106,    3.977800
6272.933351,    3.977800
6343.443133,    3.997800
6413.953135,    3.997800
6484.463576,    4.017800
6554.974402,    4.017800
6625.485541,    4.017800
6695.997218,    4.037800
6766.509137,    4.037800
6837.021579,    4.057800
6907.534331,    4.057800
6978.047465,    4.077800
7048.561035,    4.077800
7119.074830,    4.077800
7189.589166,    4.097800
7260.103780,    4.097800
7330.618864,    4.117800
7401.134300,    4.117800
7471.650014,    4.117800
7542.166271,    4.137800
7612.682797,    4.137800
7683.199846,    4.157800
7753.717136,    4.157800
7824.234738,    4.165109
7894.752800,    4.177800
7965.271088,    4.177800
8000.000000,    4.197800
