Speed (CAS), Efficiency
  82.582661,   12.782451
  82.932073,   12.849613
  83.281485,   12.917772
  83.630897,   12.986038
  83.980309,   13.052015
  84.329720,   13.118945
  84.679132,   13.185417
  85.028544,   13.249987
  85.377956,   13.315462
  85.727368,   13.380357
  86.076780,   13.443299
  86.426192,   13.507096
  86.775604,   13.570687
  87.125015,   13.631784
  87.474427,   13.693682
  87.823839,   13.756301
  88.173251,   13.815339
  88.522663,   13.875124
  88.872075,   13.935668
  89.221487,   13.993937
  89.570899,   14.051401
  89.920310,   14.109567
  90.269722,   14.167624
  90.619134,   14.222570
  90.968546,   14.278159
  91.317958,   14.334400
  91.667370,   14.388771
  92.016782,   14.441594
  92.366194,   14.495009
  92.715606,   14.549026
  93.065017,   14.600112
  93.414429,   14.650525
  93.763841,   14.701478
  94.113253,   14.752980
  94.462665,   14.801288
  94.812077,   14.849017
  95.161489,   14.897233
  95.510901,   14.945942
  95.860312,   14.992091
  96.209724,   15.036875
  96.559136,   15.082093
  96.908548,   15.127749
  97.257960,   15.172467
  97.607372,   15.214065
  97.956784,   15.256043
  98.306196,   15.298404
  98.655607,   15.341154
  99.005019,   15.380719
  99.354431,   15.419237
  99.703843,   15.458084
 100.053255,   15.497265
 100.402667,   15.536783
 100.752079,   15.572001
 101.101491,   15.607139
 101.450903,   15.642558
 101.800314,   15.678262
 102.149726,   15.714252
 102.499138,   15.746098
 102.848550,   15.777588
 103.197962,   15.809311
 103.547374,   15.841271
 103.896786,   15.873469
 104.246198,   15.903082
 104.595609,   15.930688
 104.945021,   15.958483
 105.294433,   15.986468
 105.643845,   16.014645
 105.993257,   16.043016
 106.342669,   16.066843
 106.692081,   16.090512
 107.041493,   16.114329
 107.390904,   16.138295
 107.740316,   16.162411
 108.089728,   16.186678
 108.439140,   16.206133
 108.788552,   16.225627
 109.137964,   16.245232
 109.487376,   16.264947
 109.836788,   16.284773
 110.186200,   16.304711
 110.535611,   16.321420
 110.885023,   16.336552
 111.234435,   16.351760
 111.583847,   16.367044
 111.933259,   16.382405
 112.282671,   16.397843
 112.632083,   16.413358
 112.981495,   16.424256
 113.330906,   16.434936
 113.680318,   16.445664
 114.029730,   16.456438
 114.379142,   16.467260
 114.728554,   16.478129
 115.077966,   16.489046
 115.427378,   16.496210
 115.776790,   16.502307
 116.126201,   16.508427
 116.475613,   16.514570
 116.825025,   16.520736
 117.174437,   16.526925
