Fuel used, Altitude
   0.000000,    0.000000
  19.562531,   35.000000
 473.964398, 17000.000000
 855.963716, 17000.000000
1009.895537, 1500.000000
1211.850680, 10000.000000
1783.826431, 10000.000000
1870.367472, 1500.000000
2829.367307, 1500.000000
2844.275646,   50.000000
2845.264280,    0.000000
