Speed (CAS), Rate of Climb
  82.582661,   -2.111479
  82.932073,   -2.064913
  83.281485,   -2.017598
  83.630897,   -1.970417
  83.980309,   -1.925689
  84.329720,   -1.880752
  84.679132,   -1.836545
  85.028544,   -1.794363
  85.377956,   -1.751516
  85.727368,   -1.709414
  86.076780,   -1.669333
  86.426192,   -1.628629
  86.775604,   -1.588565
  87.125015,   -1.551168
  87.474427,   -1.513192
  87.823839,   -1.474720
  88.173251,   -1.439663
  88.522663,   -1.404068
  88.872075,   -1.367932
  89.221487,   -1.333827
  89.570899,   -1.300217
  89.920310,   -1.266103
  90.269722,   -1.232207
  90.619134,   -1.201169
  90.968546,   -1.169668
  91.317958,   -1.137700
  91.667370,   -1.107446
  92.016782,   -1.077428
  92.366194,   -1.046975
  92.715606,   -1.016084
  93.065017,   -0.987789
  93.414429,   -0.960136
  93.763841,   -0.932086
  94.113253,   -0.903637
  94.462665,   -0.876389
  94.812077,   -0.849084
  95.161489,   -0.821405
  95.510901,   -0.793348
  95.860312,   -0.767476
  96.209724,   -0.742774
  96.559136,   -0.717734
  96.908548,   -0.690742
  97.257960,   -0.662495
  97.607372,   -0.636830
  97.956784,   -0.610841
  98.306196,   -0.584524
  98.655607,   -0.557880
  99.005019,   -0.533846
  99.354431,   -0.510102
  99.703843,   -0.483022
 100.053255,   -0.455627
 100.402667,   -0.427917
 100.752079,   -0.403676
 101.101491,   -0.379452
 101.450903,   -0.354951
 101.800314,   -0.330172
 102.149726,   -0.303866
 102.499138,   -0.280681
 102.848550,   -0.257724
 103.197962,   -0.234517
 103.547374,   -0.211060
 103.896786,   -0.187350
 104.246198,   -0.165675
 104.595609,   -0.145676
 104.945021,   -0.125544
 105.294433,   -0.105200
 105.643845,   -0.084642
 105.993257,   -0.063870
 106.342669,   -0.046715
 106.692081,   -0.029632
 107.041493,   -0.012362
 107.390904,    0.005108
 107.740316,    0.022756
 108.089728,    0.040582
 108.439140,    0.054562
 108.788552,    0.068626
 109.137964,    0.082831
 109.487376,    0.097180
 109.836788,    0.112350
 110.186200,    0.127666
 110.535611,    0.140406
 110.885023,    0.151909
 111.234435,    0.163520
 111.583847,    0.175241
 111.933259,    0.187072
 112.282671,    0.199272
 112.632083,    0.211686
 112.981495,    0.220351
 113.330906,    0.228875
 113.680318,    0.237475
 114.029730,    0.246150
 114.379142,    0.254902
 114.728554,    0.263692
 115.077966,    0.272507
 115.427378,    0.278234
 115.776790,    0.283093
 116.126201,    0.287992
 116.475613,    0.292932
 116.825025,    0.297911
 117.174437,    0.302989
