Speed, Powers
  75.055461, 1643390.534828
  75.878489, 1584499.586900
  76.701517, 1527329.795051
  77.524545, 1505762.090788
  78.347573, 1482979.060987
  79.170601, 1460261.682218
  79.993629, 1448895.571076
  80.816657, 1436705.840314
  81.639685, 1423684.015983
  82.462712, 1411820.986912
  83.285740, 1403191.045183
  84.108768, 1393884.180266
  84.931796, 1383893.702823
  85.754824, 1373632.246985
  86.577852, 1367743.166062
  87.400880, 1361307.566858
  88.223908, 1354320.254053
  89.046936, 1346776.032324
  89.869963, 1339807.316732
  90.692991, 1336481.673009
  91.516019, 1332729.509978
  92.339047, 1328546.957028
  93.162075, 1323930.143548
  93.985103, 1318875.198928
  94.808131, 1316500.729972
  95.631159, 1315922.154079
  96.454186, 1315032.229312
  97.277214, 1313828.276116
  98.100242, 1312307.614938
  98.923270, 1310467.566226
  99.746298, 1308305.450424
 100.569326, 1311172.432961
 101.392354, 1313896.720109
 102.215382, 1316425.253984
 103.038410, 1318756.445608
 103.861437, 1320888.706001
 104.684465, 1322820.446184
 105.507493, 1324550.077175
 106.330521, 1326543.455931
 107.153549, 1333616.052292
 107.976577, 1340614.739014
 108.799605, 1347538.948410
 109.622633, 1354388.112794
 110.445660, 1361161.664477
 111.268688, 1367859.035773
 112.091716, 1374479.658994
 112.914744, 1381022.966454
 113.737772, 1387488.390465
 114.560800, 1395805.071102
 115.383828, 1407304.224737
 116.206856, 1418834.977552
 117.029884, 1430397.554943
 117.852911, 1441992.182305
 118.675939, 1453619.085034
 119.498967, 1465278.488526
 120.321995, 1476970.618177
 121.145023, 1488695.699381
 121.968051, 1500453.957535
 122.791079, 1512245.618034
 123.614107, 1524070.906273
 124.437135, 1536283.995935
 125.260162, 1553155.563917
 126.083190, 1570159.844403
 126.906218, 1587297.709385
 127.729246, 1604570.030859
 128.552274, 1621977.680817
 129.375302, 1639521.531254
 130.198330, 1657202.454163
 131.021358, 1675021.321538
 131.844385, 1692979.005374
 132.667413, 1711076.377664
 133.490441, 1729314.310401
 134.313469, 1747693.675581
 135.136497, 1766215.345196
 135.959525, 1784880.191240
 136.782553, 1803689.085707
 137.605581, 1822642.900592
 138.428609, 1845425.136748
 139.251636, 1869647.730572
 140.074664, 1894105.968573
 140.897692, 1918801.243495
 141.720720, 1943734.948079
 142.543748, 1968908.475070
 143.366776, 1994323.217211
 144.189804, 2019980.567243
 145.012832, 2045881.917910
 145.835860, 2072028.661955
 146.658887, 2098422.192121
 147.481915, 2125063.901150
 148.304943, 2151955.181786
 149.127971, 2179097.426771
 149.950999, 2206492.028849
 150.774027, 2234140.380761
 151.597055, 2262043.875253
 152.420083, 2290203.905065
 153.243110, 2318621.862941
 154.066138, 2347299.141624
 154.889166, 2376237.133856
 155.712194, 2405437.232382
 156.535222, 2434900.829943
