Speed (TAS), Rate of Climb
 179.502219,  748.419526
 182.743880,  771.664647
 185.985542,  802.072596
 189.227203,  832.240985
 192.468864,  861.307066
 195.710525,  889.755741
 198.952186,  915.624770
 202.193848,  941.343307
 205.435509,  964.209146
 208.677170,  987.552949
 211.918831, 1007.935570
 215.160492, 1026.390550
 218.402154, 1045.086836
 221.643815, 1060.339986
 224.885476, 1073.727691
 228.127137, 1087.122566
 231.368799, 1099.323766
 234.610460, 1107.530631
 237.852121, 1115.534030
 241.093782, 1123.334256
 244.335443, 1129.692847
 247.577105, 1131.663068
 250.818766, 1133.213458
 254.060427, 1134.341410
 257.302088, 1135.044318
 260.543749, 1132.570545
 263.785411, 1126.284541
 267.027072, 1119.344535
 270.268733, 1111.745372
 273.510394, 1103.481898
 276.752055, 1094.548957
 279.993717, 1081.891673
 283.235378, 1066.162605
 286.477039, 1049.559103
 289.718700, 1032.073810
 292.960361, 1013.699369
 296.202023,  994.428425
 299.443684,  974.253622
 302.685345,  952.395391
 305.927006,  925.052931
 309.168667,  896.611843
 312.410329,  867.062915
 315.651990,  836.396936
 318.893651,  804.604693
 322.135312,  771.676976
 325.376974,  739.836313
 328.618635,  707.001488
 331.860296,  673.050894
 335.101957,  636.298358
 338.343618,  594.748199
 341.585280,  551.898934
 344.826941,  507.739841
 348.068602,  462.260197
 351.310263,  415.449282
 354.551924,  367.296371
 357.793586,  317.790744
 361.035247,  266.921677
 364.276908,  214.678450
 367.518569,  161.050340
 370.760230,  106.026624
 374.001892,   49.596580
 377.243553,   -8.250513
 380.485214,  -69.863475
 383.726875, -135.905791
 386.968536, -203.872449
 390.210198, -274.148284
 393.451859, -346.051314
 396.693520, -419.593429
 399.935181, -494.786517
 403.176842, -571.642468
 406.418504, -650.173170
 409.660165, -730.390513
 412.901826, -812.306385
 416.143487, -895.932675
 419.385149, -981.281273
 422.626810, -1068.364068
 425.868471, -1157.192948
 429.110132, -1247.779803
 432.351793, -1340.136521
 435.593455, -1434.274992
 438.835116, -1530.207104
 442.076777, -1627.944747
 445.318438, -1727.499810
 448.560099, -1828.884181
 451.801761, -1937.007841
 455.043422, -2049.313473
 458.285083, -2163.625990
 461.526744, -2279.958107
 464.768405, -2398.322536
 468.010067, -2518.732582
 471.251728, -2641.220010
 474.493389, -2765.872085
 477.735050, -2891.523609
 480.976711, -3019.476887
 484.218373, -3150.280996
 487.460034, -3284.346722
 490.701695, -3422.186381
 493.943356, -3564.422766
 497.185017, -3711.798459
 500.426679, -3865.185492
