Ground Distance, Horizontal Forces
   0.000000, 216604.859388
   0.473227, 215100.177794
   1.888194, 213606.762503
   4.237807, 212124.227660
   7.514938, 210652.610148
  11.712427, 209192.418337
  16.823087, 207742.082497
  22.839699, 206303.149998
  29.755021, 204874.979666
  37.561785, 203456.660200
  46.252697, 202050.007218
  55.820445, 200652.899154
  66.257696, 199266.344907
  77.557098, 197891.574047
  89.711284, 196524.893842
 102.712869, 195169.713194
 116.554457, 193825.886443
 131.228642, 192489.714255
 146.728004, 191165.511076
 163.045116, 189852.048381
 180.172549, 188546.722595
 198.102861, 187253.437539
 216.828616, 185971.374383
 236.342379, 184699.408043
 256.636717, 183439.489034
 277.704207, 182191.761848
 299.537441, 180956.496078
 322.129025, 179733.202565
 345.471582, 178522.381452
 369.557754, 177326.704032
 394.380214, 176142.847564
 419.931658, 174970.779466
 446.204803, 173812.278497
 473.192391, 172665.625270
 500.887195, 171530.615330
 529.282007, 170401.215485
 556.222784, 169360.808975
 585.946984, 168167.356194
 616.355510, 166797.248136
 647.446876, 165316.929187
 654.254791, 164981.348241
 686.170078, 163355.726791
 694.037340, 162969.985762
 726.751558, 161961.864856
 760.025389, 161245.135722
 793.735013, 160724.678015
 827.775147, 160331.312332
 862.079069, 160015.815206
 883.055682, 159852.410652
 917.689834, 159619.884713
 952.484440, 159427.301732
 987.411505, 159266.341241
1022.447358, 159129.840902
1057.572695, 159011.470275
1092.772337, 158904.692346
1128.035125, 158803.236629
1163.354201, 158700.015028
1198.726911, 158589.138346
1230.285250, 158476.323645
1265.764496, 158309.188202
1301.301994, 158143.469788
1336.896725, 157979.809848
1372.547278, 157818.824280
1408.251859, 157661.097759
1444.008316, 157507.178679
1479.814160, 157357.574644
1515.666589, 157212.748501
1551.562522, 157073.114891
1587.498619, 156939.037344
1623.471322, 156810.825885
1659.476884, 156688.735168
1695.511404, 156572.963135
1731.570864, 156463.650174
1735.507567, 156452.115229
1771.589729, 156350.888224
1807.687180, 156257.852385
1843.794840, 156172.913762
1879.907697, 156095.909706
1882.257028, 156091.170095
1918.370790, 156032.445182
1954.484443, 155966.421762
1990.598016, 155897.135063
2026.711518, 155825.016563
2062.824993, 155751.598849
2098.938376, 155678.313886
2135.051662, 155604.976055
2171.164966, 155531.402482
2207.278320, 155456.869270
2243.391677, 155383.439840
2279.505101, 155308.966200
2315.618537, 155235.652030
2351.732036, 155161.293564
2387.845548, 155088.097453
2423.959123, 155013.848257
2460.072713, 154941.011169
2496.186351, 154868.107484
2532.300005, 154796.348795
2568.413720, 154723.518578
2604.527464, 154651.536034
2640.641252, 154579.168253
2676.755070, 154506.643220
2712.868922, 154435.053211
2748.982803, 154362.642266
2785.096720, 154291.152192
2821.210668, 154218.410397
2857.324646, 154147.478045
2893.438656, 154075.318461
2929.552709, 154003.992736
2965.666802, 153931.441346
3001.780933, 153860.723882
3037.895108, 153788.278553
3074.009318, 153717.674265
3110.123574, 153645.336284
3146.237859, 153574.846826
3182.352192, 153502.608867
3218.466555, 153432.230965
3254.580968, 153360.108429
3290.695400, 153289.848423
3326.809884, 153217.813921
3362.924395, 153147.660388
3399.038963, 153075.721012
3435.153563, 153005.672398
3471.268225, 152933.844568
3507.382910, 152863.908472
3543.497658, 152792.192865
3579.612422, 152722.372865
3615.727250, 152650.745044
3651.842102, 152581.030516
3687.957022, 152509.510942
3724.071961, 152439.906923
3760.186971, 152368.487284
3796.302000, 152298.991961
3832.417098, 152227.701268
3868.532198, 152158.327427
3904.647364, 152087.135639
3940.762531, 152017.874889
3976.877766, 151946.376264
4012.993001, 151875.928110
4049.108304, 151803.619827
4085.223615, 151733.286059
4121.338998, 151661.063633
4157.454399, 151590.832674
4193.569876, 151518.741440
4229.685356, 151448.628950
4265.800914, 151376.626993
4301.916483, 151306.621025
4338.032129, 151234.754896
4374.147769, 151164.870616
4410.263488, 151093.081238
4446.379217, 151023.299333
4482.495027, 150951.636108
4518.610835, 150881.968902
4554.726728, 150810.398208
4590.842625, 150740.836903
4626.958605, 150669.389371
4663.074581, 150599.942724
4699.190647, 150528.575233
4735.306722, 150459.228967
4771.422885, 150387.988646
4807.539048, 150318.755516
4843.655302, 150247.608825
4879.771561, 150178.481177
4915.887915, 150107.436281
4952.004277, 150038.413412
4988.120731, 149967.492826
5024.237185, 149898.583561
5060.353728, 149827.769895
5096.470271, 149758.971656
5132.586905, 149688.255868
5168.703543, 149619.563411
5204.820269, 149548.962528
5240.936997, 149480.379649
5277.053807, 149409.895537
5313.170615, 149341.424830
5349.287514, 149271.019123
5385.404423, 149202.646869
5421.521413, 149132.375610
5457.638405, 149064.115759
5493.755479, 148993.941976
5529.872559, 148914.136390
5565.989731, 148737.325041
5602.106871, 148560.924054
5638.223917, 148384.785830
5674.340924, 148208.764619
5710.458021, 148030.929209
5746.575131, 147855.532391
5782.692323, 147678.401197
5818.809521, 147503.622959
5854.926808, 147327.138280
5891.044125, 147152.954133
5927.161516, 146977.168711
5963.278955, 146801.490974
5999.396439, 146628.497069
6035.513988, 146453.503872
6071.631555, 146281.126959
6107.749205, 146106.772883
6143.866880, 145934.993000
6179.984646, 145761.326708
6216.102427, 145590.150424
6252.220293, 145417.170696
6288.338164, 145246.616981
6324.456101, 145074.330651
6360.574031, 144904.413823
6396.692023, 144732.766807
6432.810025, 144563.458298
6468.928083, 144392.468682
6505.046173, 144221.573732
6541.164280, 144053.478091
6577.282436, 143883.219703
6613.400612, 143715.726456
6649.518850, 143546.160630
6685.637078, 143379.280374
6721.755383, 143210.338499
6757.873691, 143044.052319
6793.992081, 142875.783218
6830.110468, 142710.096677
6866.228941, 142542.472914
6902.347420, 142377.380148
6938.465972, 142210.426992
6974.584536, 142045.932259
7010.703167, 141879.619661
7046.821825, 141713.400460
7082.940511, 141550.094797
7119.059231, 141384.500383
7155.177970, 141221.803524
7191.296758, 141055.451243
7227.415573, 140890.102566
7263.534445, 140722.485750
7299.653335, 140557.768393
7335.772291, 140390.793108
7371.891262, 140226.696201
7408.010307, 140060.376987
7444.129358, 139896.899969
7480.248485, 139731.235318
7516.367610, 139568.377529
7552.486813, 139403.361920
7588.606008, 139241.121358
7624.725282, 139076.746630
7660.844547, 138915.119772
7696.963901, 138751.359647
7733.083258, 138590.336398
7769.202699, 138427.232591
7805.322139, 138266.820821
7841.441655, 138104.358438
7877.561169, 137944.558864
7913.680750, 137782.734346
7949.800329, 137623.546860
7985.919973, 137462.338861
8000.034043, 137400.373786
