Ground distance, Load Factor
   0.000000,    0.000000
   2.246696,    0.000513
   5.061827,    0.001156
  11.428728,    0.002597
  18.810292,    0.004265
  29.700960,    0.006701
  41.594102,    0.009356
  56.953423,    0.012751
  73.302953,    0.016356
  93.075508,    0.020673
 113.825945,    0.025192
 137.956052,    0.030394
 163.051656,    0.035790
 191.483409,    0.041840
 220.868226,    0.048077
 253.545535,    0.054940
 287.163434,    0.061982
 324.030057,    0.069622
 361.824767,    0.077433
 402.824353,    0.085815
 444.739500,    0.094360
 489.815623,    0.103450
 535.794765,    0.112694
 584.890957,    0.122457
 634.877621,    0.132367
 687.937409,    0.142770
 741.875121,    0.153313
 798.844168,    0.164336
 856.679200,    0.175496
 917.507730,    0.187119
 979.191435,    0.198875
1043.831116,    0.211071
1109.315253,    0.223394
1177.717766,    0.236136
1246.953995,    0.248998
1319.070944,    0.262259
1392.010851,    0.275634
1467.793788,    0.289387
1544.388915,    0.303247
1623.789366,    0.317465
1703.991236,    0.331785
1786.961171,    0.346448
1870.721880,    0.361209
1957.215619,    0.376303
2044.490123,    0.391493
2134.463338,    0.406997
2225.207515,    0.422591
2318.616060,    0.438482
2412.785755,    0.454458
2509.585464,    0.470713
2607.136510,    0.487049
2707.283226,    0.503647
2808.171467,    0.520320
2911.621060,    0.537238
3015.802373,    0.554227
3122.510762,    0.571445
3229.941079,    0.588729
3314.646890,    0.602271
3425.725178,    0.647642
3538.317502,    0.707749
3652.120610,    0.779642
3767.656853,    0.862676
3884.579094,    0.954620
4003.192391,    1.045271
4123.158037,    1.134887
4176.465267,    1.174709
4298.991710,    1.266721
4384.041474,    1.330589
4507.960804,    1.350127
4632.827807,    1.365387
4758.100003,    1.378364
4812.213558,    1.383970
4938.050182,    1.390405
5063.908792,    1.396354
5080.650485,    1.397146
5206.521866,    1.102988
5332.392895,    1.037331
5458.263436,    1.010671
5584.133564,    1.002515
5710.003509,    1.000274
5740.836587,    0.999725
5866.706310,    0.998641
5992.575996,    0.998091
6118.445649,    0.998013
6244.315560,    0.998097
6370.185698,    0.998324
6496.056242,    0.998393
6621.927145,    0.998323
6747.798363,    0.998253
6873.669860,    0.998181
6999.541769,    0.998268
7125.414041,    0.998496
7251.286671,    0.998408
7377.159618,    0.998039
7503.032976,    0.997830
7628.906697,    0.997762
7754.780789,    0.998468
7833.077238,    0.999333
7958.952624,    0.999318
8084.827738,    0.998942
8210.702841,    0.998574
8336.577885,    0.998255
8462.453321,    0.998114
8588.329255,    0.998197
8714.205875,    0.998401
8840.082611,    0.998626
8965.959930,    0.998344
9091.837347,    0.997977
9217.715108,    0.997859
9343.592926,    0.997783
9469.471279,    0.997974
9595.349720,    0.998210
9721.228968,    0.998174
9847.108325,    0.998101
9972.988238,    0.998027
10098.868226,    0.997952
10143.342197,    0.998377
10269.222358,    0.872718
10395.064616,    0.778143
10520.796673,    0.773947
10646.434755,    0.769824
10771.850054,    0.765874
10897.167379,    0.762048
11022.252439,    0.758514
11147.270653,    0.755160
11272.096602,    0.752759
11396.870915,    0.926381
11521.645325,    0.977631
11646.420165,    0.992123
11771.195333,    0.996728
11895.970650,    0.998434
12020.746161,    0.999258
12145.521797,    0.999425
12270.297467,    0.999497
12395.073143,    0.999568
12519.848822,    0.999639
12644.624387,    0.999708
12769.399895,    0.999777
12894.175320,    1.000094
13018.950705,    0.999577
13143.726025,    0.999646
13268.501329,    1.000086
13393.276637,    0.999548
13518.051917,    0.999618
13642.827102,    0.999688
13767.602197,    0.999757
13892.377223,    1.000205
14017.152206,    0.999568
14141.927112,    0.999637
14266.702006,    0.999980
14391.476903,    0.999539
14516.251774,    0.999609
14641.026573,    0.999679
14765.801270,    0.999748
14890.575913,    1.000167
15015.350516,    0.999560
15140.125044,    0.999630
15264.899567,    0.999860
15389.674127,    0.999516
15514.448698,    0.999586
15639.223246,    0.999856
15763.997711,    0.999409
15888.772152,    0.999480
16013.546580,    0.999550
16138.320836,    0.999619
16263.095083,    0.999757
16387.869254,    0.999485
16512.643404,    0.999537
16637.417554,    0.999608
16762.191588,    0.999634
16886.965644,    0.999403
17011.739713,    0.999474
17136.513777,    0.999545
17261.287839,    0.999615
17386.061954,    0.999532
17510.836154,    0.999603
17635.610344,    0.999750
17760.384460,    0.999625
17885.158593,    0.999443
18009.932734,    0.999514
18134.706813,    0.999584
18259.480868,    0.999654
18384.254766,    0.999343
18509.028831,    0.999563
18633.802938,    0.999640
18758.577482,    0.999608
18883.352095,    0.999513
19008.126704,    0.999583
19132.901082,    0.999652
19257.675422,    0.999720
19382.449618,    1.000011
19507.223895,    0.999414
19631.998268,    0.999486
19756.772641,    0.999558
19881.547017,    0.999628
20006.321399,    0.999861
20131.095878,    0.999530
20255.870396,    0.999602
20380.644887,    0.999792
20505.419309,    0.999654
20630.193756,    0.999457
20754.968145,    0.999648
20879.742420,    0.999717
21004.516627,    0.999986
21129.290807,    0.999636
21254.065079,    0.999583
21378.839392,    0.999948
21503.613812,    1.000501
21628.388324,    0.999753
21753.162778,    0.999589
21877.937043,    0.999657
22002.711299,    0.999766
22127.485454,    0.999746
22252.259679,    0.999487
22377.033919,    0.999558
22501.808060,    0.999628
22626.582144,    0.999697
22751.356155,    1.000026
22876.130155,    0.999513
23000.904131,    0.999584
23125.678066,    1.000057
23250.451890,    0.999468
23375.225670,    0.999538
23499.999363,    0.999706
23624.773014,    0.999728
23749.546777,    0.999269
23874.320635,    0.998996
23999.094672,    0.999074
24123.868950,    0.999253
24248.643617,    0.999597
24373.418472,    0.999838
24498.193632,    0.999910
24622.968792,    1.000302
24747.743981,    0.999806
24872.519111,    0.999790
24997.294274,    0.999418
25122.069485,    0.999490
25246.844699,    0.999561
25371.619917,    0.999632
25496.395059,    0.999086
25621.169974,    0.999513
25745.944794,    0.999582
25870.719589,    1.000049
25995.494476,    0.999469
26120.269386,    0.999541
26245.044310,    0.999987
26246.719160,    0.999997
