Ground Roll Distance, Horizontal Forces
1187.172332, -17113.802713
1218.189901, -17058.727359
1438.285427, -16672.979621
1481.908077, -16597.567003
1525.399971, -16522.719992
1568.761700, -16448.433000
1611.993848, -16374.700507
1620.624779, -16360.020068
1621.315031, -16358.846580
1621.597232, -16358.366838
1621.735209, -16358.132282
1621.884989, -16357.877666
1621.954482, -16357.759534
1621.982936, -16357.711165
1621.986448, -32612.359704
1621.989914, -32612.375396
1622.024573, -32612.532314
1622.371149, -32614.101493
1625.836006, -32629.793302
1660.393175, -32786.711227
1871.671123, -33762.632336
2076.299612, -34735.522164
2274.087080, -35702.522616
2464.843126, -36660.639220
2648.379101, -37606.753917
2824.508723, -38537.640135
2993.048709, -39449.980120
3153.819431, -40340.384488
3306.645580, -41205.413889
3451.356847, -42041.602635
3587.788604, -42845.484102
3715.782582, -43613.617645
3835.187555, -44342.616753
3945.860001, -45029.178094
4047.664755, -45670.111068
4140.475637, -46262.367464
4224.176049, -46803.070786
4298.659545, -47289.544774
4363.830354, -47719.340680
4419.603865, -48090.262820
4465.907057, -48400.391966
4502.678875, -48648.106157
4529.870556, -48832.098552
4547.445878, -48951.391978
4555.381357, -49005.349912
4555.882708, -49008.760884
