Ground Roll Distance, Horizontal Forces
   0.000000, 1317.134799
   0.000000, 1328.830318
   0.000000, 1410.745729
   0.000000, 1426.759966
   0.000000, 1442.654093
   0.000000, 1458.429298
   0.000000, 1474.086752
   0.000000, 1477.204215
   0.000000, 1477.453411
   0.000000, 1477.555286
   0.000000, 1477.605095
   0.000000, 1477.659164
   0.000000, 1477.684250
   0.000000, 1477.694522
   0.000000, 17732.351049
   0.000000, 17732.380981
   0.000000, 17732.680305
   0.000000, 17735.673540
   0.000000, 17765.605929
   0.000000, 18064.929499
   0.000000, 19926.515357
   0.000000, 21782.318997
   0.000000, 23626.888553
   0.000000, 25454.512020
   0.000000, 27259.241650
   0.000000, 29034.922700
   0.000000, 30775.226500
   0.000000, 32473.687742
   0.000000, 34123.745811
   0.000000, 35718.789849
   0.000000, 37252.207208
   0.000000, 38717.434804
   0.000000, 40108.012812
   0.000000, 41417.640068
   0.000000, 42640.230448
   0.000000, 43769.969443
   0.000000, 44801.370084
   0.000000, 45729.327363
   0.000000, 46549.170252
   0.000000, 47256.710445
   0.000000, 47848.286984
   0.000000, 48320.805953
   0.000000, 48671.774528
   0.000000, 48899.328735
   0.000000, 49002.254399
   0.000000, 49008.760884
