Speed (CAS), Efficiency
  76.602619,   13.861979
  77.131227,   13.672628
  77.659835,   13.487131
  78.188442,   13.305383
  78.717050,   13.127284
  79.245658,   12.952737
  79.774266,   12.814753
  80.302873,   12.856257
  80.831481,   12.922905
  81.360089,   12.995255
  81.888697,   13.069996
  82.417304,   13.146213
  82.945912,   13.221833
  83.474520,   13.296085
  84.003128,   13.371655
  84.531735,   13.447638
  85.060343,   13.516940
  85.588951,   13.587398
  86.117559,   13.659038
  86.646166,   13.731886
  87.174774,   13.796071
  87.703382,   13.858571
  88.231990,   13.922024
  88.760597,   13.986446
  89.289205,   14.051858
  89.817813,   14.114701
  90.346421,   14.167092
  90.875028,   14.220185
  91.403636,   14.273990
  91.932244,   14.328520
  92.460852,   14.383786
  92.989459,   14.439801
  93.518067,   14.495717
  94.046675,   14.533146
  94.575283,   14.570980
  95.103890,   14.609226
  95.632498,   14.647888
  96.161106,   14.686972
  96.689714,   14.726481
  97.218321,   14.766423
  97.746929,   14.806801
  98.275537,   14.831369
  98.804145,   14.852608
  99.332752,   14.874023
  99.861360,   14.895613
 100.389968,   14.917382
 100.918576,   14.939330
 101.447183,   14.961458
 101.975791,   14.983769
 102.504399,   15.006262
 103.033007,   15.023867
 103.561614,   15.028965
 104.090222,   15.034093
 104.618830,   15.039251
 105.147438,   15.044438
 105.676046,   15.049655
 106.204653,   15.054902
 106.733261,   15.060179
 107.261869,   15.065485
 107.790477,   15.070822
 108.319084,   15.076188
 108.847692,   15.079268
 109.376300,   15.067140
 109.904908,   15.054973
 110.433515,   15.042768
 110.962123,   15.030524
 111.490731,   15.018241
 112.019339,   15.005920
 112.547946,   14.993562
 113.076554,   14.981165
 113.605162,   14.968732
 114.133770,   14.956261
 114.662377,   14.943752
 115.190985,   14.931208
 115.719593,   14.918626
 116.248201,   14.893357
 116.776808,   14.864674
 117.305416,   14.835963
 117.834024,   14.807213
 118.362632,   14.778409
 118.891239,   14.749530
 119.419847,   14.720549
 119.948455,   14.691431
 120.477063,   14.662139
 121.005670,   14.632623
 121.534278,   14.602831
 122.062886,   14.572700
 122.591494,   14.542160
 123.120101,   14.511132
 123.648709,   14.479531
 124.177317,   14.447261
 124.705925,   14.408184
 125.234532,   14.360402
 125.763140,   14.311710
 126.291748,   14.261982
 126.820356,   14.211081
 127.348963,   14.158864
 127.877571,   14.105178
 128.406179,   14.049860
 128.934787,   13.992741
