Vfailure/VsTO, Distance
   0.500000,  280.144916
   0.500551,  280.796731
   0.501101,  281.448545
   0.501652,  282.100359
   0.502202,  282.752173
   0.502753,  283.403987
   0.503303,  284.055802
   0.503854,  284.707616
   0.504404,  285.359430
   0.504955,  286.011244
   0.505506,  286.663058
   0.506056,  287.314872
   0.506607,  287.966687
   0.507157,  288.618501
   0.507708,  289.270315
   0.508258,  289.922129
   0.508809,  290.573943
   0.509359,  291.225757
   0.509910,  291.877572
   0.510460,  292.529386
   0.511011,  293.181200
   0.511562,  293.833014
   0.512112,  294.484828
   0.512663,  295.136643
   0.513213,  295.788457
   0.513764,  296.440271
   0.514314,  297.092085
   0.514865,  297.743899
   0.515415,  298.395713
   0.515966,  299.047528
   0.516517,  299.699342
   0.517067,  300.351156
   0.517618,  301.002970
   0.518168,  301.654784
   0.518719,  302.306598
   0.519269,  302.958413
   0.519820,  303.610227
   0.520370,  304.262041
   0.520921,  304.913855
   0.521471,  305.565669
   0.522022,  306.217484
   0.522573,  306.869298
   0.523123,  307.521112
   0.523674,  308.172926
   0.524224,  308.824740
   0.524775,  309.476554
   0.525325,  310.128369
   0.525876,  310.780183
   0.526426,  311.431997
   0.526977,  312.083811
   0.527528,  312.735625
   0.528078,  313.387439
   0.528629,  314.039254
   0.529179,  314.691068
   0.529730,  315.342882
   0.530280,  315.994696
   0.530831,  316.646510
   0.531381,  317.298325
   0.531932,  317.950139
   0.532482,  318.601953
   0.533033,  319.253767
   0.533584,  319.905581
   0.534134,  320.557395
   0.534685,  321.209210
   0.535235,  321.861024
   0.535786,  322.512838
   0.536336,  323.164652
   0.536887,  323.816466
   0.537437,  324.468281
   0.537988,  325.120095
   0.538539,  325.771909
   0.539089,  326.423723
   0.539640,  327.075537
   0.540190,  327.727351
   0.540741,  328.379166
   0.541291,  329.030980
   0.541842,  329.682794
   0.542392,  330.334608
   0.542943,  330.986422
   0.543493,  331.638236
   0.544044,  332.290051
   0.544595,  332.941865
   0.545145,  333.593679
   0.545696,  334.245493
   0.546246,  334.897307
   0.546797,  335.549122
   0.547347,  336.200936
   0.547898,  336.852750
   0.548448,  337.504564
   0.548999,  338.156378
   0.549550,  338.808192
   0.550100,  339.460007
   0.550651,  340.111821
   0.551201,  340.763635
   0.551752,  341.415449
   0.552302,  342.067263
   0.552853,  342.719077
   0.553403,  343.370892
   0.553954,  344.022706
   0.554505,  344.674520
   0.555055,  345.326334
   0.555606,  345.978148
   0.556156,  346.629963
   0.556707,  347.281777
   0.557257,  347.933591
   0.557808,  348.585405
   0.558358,  349.237219
   0.558909,  349.889033
   0.559459,  350.540848
   0.560010,  351.192662
   0.560561,  351.844476
   0.561111,  352.496290
   0.561662,  353.148104
   0.562212,  353.799918
   0.562763,  354.451733
   0.563313,  355.103547
   0.563864,  355.755361
   0.564414,  356.407175
   0.564965,  357.058989
   0.565516,  357.710804
   0.566066,  358.362618
   0.566617,  359.014432
   0.567167,  359.666246
   0.567718,  360.318060
   0.568268,  360.969874
   0.568819,  361.621689
   0.569369,  362.273503
   0.569920,  362.925317
   0.570470,  363.577131
   0.571021,  364.228945
   0.571572,  364.880759
   0.572122,  365.532574
   0.572673,  366.184388
   0.573223,  366.836202
   0.573774,  367.488016
   0.574324,  368.139830
   0.574875,  368.791645
   0.575425,  369.443459
   0.575976,  370.095273
   0.576527,  370.747087
   0.577077,  371.398901
   0.577628,  372.050715
   0.578178,  372.702530
   0.578729,  373.354344
   0.579279,  374.006158
   0.579830,  374.657972
   0.580380,  375.309786
   0.580931,  375.961600
   0.581481,  376.613415
   0.582032,  377.265229
   0.582583,  377.917043
   0.583133,  378.568857
   0.583684,  379.220671
   0.584234,  379.872486
   0.584785,  380.524300
   0.585335,  381.176114
   0.585886,  381.827928
   0.586436,  382.479742
   0.586987,  383.131556
   0.587538,  383.783371
   0.588088,  384.435185
   0.588639,  385.086999
   0.589189,  385.738813
   0.589740,  386.390627
   0.590290,  387.042442
   0.590841,  387.694256
   0.591391,  388.346070
   0.591942,  388.997884
   0.592492,  389.649698
   0.593043,  390.301512
   0.593594,  390.953327
   0.594144,  391.605141
   0.594695,  392.256955
   0.595245,  392.908769
   0.595796,  393.560583
   0.596346,  394.212397
   0.596897,  394.864212
   0.597447,  395.516026
   0.597998,  396.167840
   0.598549,  396.819654
   0.599099,  397.471468
   0.599650,  398.123283
   0.600200,  398.775097
   0.600751,  399.426911
   0.601301,  400.078725
   0.601852,  400.730539
   0.602402,  401.382353
   0.602953,  402.034168
   0.603504,  402.685982
   0.604054,  403.337796
   0.604605,  403.989610
   0.605155,  404.641424
   0.605706,  405.293238
   0.606256,  405.945053
   0.606807,  406.596867
   0.607357,  407.248681
   0.607908,  407.900495
   0.608458,  408.552309
   0.609009,  409.204124
   0.609560,  409.855938
   0.610110,  410.507752
   0.610661,  411.159566
   0.611211,  411.811380
   0.611762,  412.463194
   0.612312,  413.115009
   0.612863,  413.766823
   0.613413,  414.418637
   0.613964,  415.070451
   0.614515,  415.722265
   0.615065,  416.374079
   0.615616,  417.025894
   0.616166,  417.677708
   0.616717,  418.329522
   0.617267,  418.981336
   0.617818,  419.633150
   0.618368,  420.284965
   0.618919,  420.936779
   0.619469,  421.588593
   0.620020,  422.240407
   0.620571,  422.892221
   0.621121,  423.544035
   0.621672,  424.195850
   0.622222,  424.847664
   0.622773,  425.499478
   0.623323,  426.151292
   0.623874,  426.803106
   0.624424,  427.454920
   0.624975,  428.106735
   0.625526,  428.758549
   0.626076,  429.410363
   0.626627,  430.062177
   0.627177,  430.713991
   0.627728,  431.365806
   0.628278,  432.017620
   0.628829,  432.669434
   0.629379,  433.321248
   0.629930,  433.973062
   0.630480,  434.624876
   0.631031,  435.276691
   0.631582,  435.928505
   0.632132,  436.580319
   0.632683,  437.232133
   0.633233,  437.883947
   0.633784,  438.535762
   0.634334,  439.187576
   0.634885,  439.839390
   0.635435,  440.491204
   0.635986,  441.143018
   0.636537,  441.794832
   0.637087,  442.446647
   0.637638,  443.098461
   0.638188,  443.750275
   0.638739,  444.402089
   0.639289,  445.053903
   0.639840,  445.705717
   0.640390,  446.357532
   0.640941,  447.009346
   0.641491,  447.661160
   0.642042,  448.312974
   0.642593,  448.964788
   0.643143,  449.616603
   0.643694,  450.268417
   0.644244,  450.920231
   0.644795,  451.572045
   0.645345,  452.223859
   0.645896,  452.875673
   0.646446,  453.527488
   0.646997,  454.179302
   0.647548,  454.831116
   0.648098,  455.482930
   0.648649,  456.134744
   0.649199,  456.786558
   0.649750,  457.438373
   0.650300,  458.090187
   0.650851,  458.742001
   0.651401,  459.393815
   0.651952,  460.045629
   0.652503,  460.697444
   0.653053,  461.349258
   0.653604,  462.001072
   0.654154,  462.652886
