Time, Rate of Climb
   0.000000,   -2.972168
   0.100000,   -2.970741
   0.200000,   -2.970656
   0.300000,   -2.970570
   0.400000,   -2.970256
   0.500000,   -2.969921
   0.600000,   -2.969587
   0.700000,   -2.969253
   0.800000,   -2.968919
   0.900000,   -2.968584
   1.000000,   -2.968250
   1.100000,   -2.967916
   1.200000,   -2.967582
   1.300000,   -2.967247
   1.400000,   -2.967072
   1.500000,   -2.966910
   1.600000,   -2.966748
   1.700000,   -2.966587
   1.800000,   -2.966425
   1.900000,   -2.966263
   2.000000,   -2.966101
   2.100000,   -2.965939
   2.200000,   -2.965777
   2.300000,   -2.965616
   2.400000,   -2.965568
   2.500000,   -2.965530
   2.600000,   -2.965492
   2.700000,   -2.965453
   2.800000,   -2.965415
   2.900000,   -2.965377
   3.000000,   -2.965339
   3.100000,   -2.965301
   3.200000,   -2.965263
   3.300000,   -2.965225
   3.400000,   -2.965252
   3.500000,   -2.965284
   3.600000,   -2.965316
   3.700000,   -2.965349
   3.800000,   -2.965381
   3.900000,   -2.965413
   4.000000,   -2.965446
   4.100000,   -2.965478
   4.200000,   -2.965510
   4.300000,   -2.965543
   4.400000,   -2.965696
   4.500000,   -2.965859
   4.600000,   -2.966022
   4.700000,   -2.966185
   4.800000,   -2.966349
   4.900000,   -2.966512
   5.000000,   -2.966675
   5.100000,   -2.966838
   5.200000,   -2.967001
   5.300000,   -2.967165
   5.400000,   -2.966959
   5.500000,   -2.966721
   5.600000,   -2.966484
   5.700000,   -2.966246
   5.800000,   -2.966009
   5.900000,   -2.965772
   6.000000,   -2.965534
   6.100000,   -2.965297
   6.200000,   -2.965059
   6.300000,   -2.964822
   6.400000,   -2.964746
   6.500000,   -2.964684
   6.600000,   -2.964622
   6.700000,   -2.964560
   6.800000,   -2.964498
   6.900000,   -2.964436
   7.000000,   -2.964374
   7.100000,   -2.964312
   7.200000,   -2.964250
   7.300000,   -2.964188
   7.400000,   -2.964191
   7.500000,   -2.964201
   7.600000,   -2.964210
   7.700000,   -2.964219
   7.800000,   -2.964228
   7.900000,   -2.964238
   8.000000,   -2.964247
   8.100000,   -2.964256
   8.200000,   -2.964265
   8.300000,   -2.964275
   8.400000,   -2.964407
   8.500000,   -2.964549
   8.600000,   -2.964691
   8.700000,   -2.964834
   8.800000,   -2.964976
   8.900000,   -2.965119
   9.000000,   -2.965261
   9.100000,   -2.965404
   9.200000,   -2.965546
   9.300000,   -2.965688
   9.400000,   -2.965464
   9.500000,   -2.965208
   9.600000,   -2.964953
   9.700000,   -2.964697
   9.800000,   -2.964442
   9.900000,   -2.964186
  10.000000,   -2.963931
  10.100000,   -2.963675
  10.200000,   -2.963420
  10.300000,   -2.963164
  10.400000,   -2.963074
  10.500000,   -2.962998
  10.600000,   -2.962922
  10.700000,   -2.962847
  10.800000,   -2.962771
  10.900000,   -2.962695
  11.000000,   -2.962619
  11.100000,   -2.962543
  11.200000,   -2.962468
  11.300000,   -2.962392
  11.400000,   -2.962390
  11.500000,   -2.962395
  11.600000,   -2.962400
  11.700000,   -2.962405
  11.800000,   -2.962410
  11.900000,   -2.962415
  12.000000,   -2.962420
  12.100000,   -2.962425
  12.200000,   -2.962430
  12.300000,   -2.962435
  12.400000,   -2.962559
  12.500000,   -2.962694
  12.600000,   -2.962828
  12.700000,   -2.962962
  12.800000,   -2.963097
  12.900000,   -2.963231
  13.000000,   -2.963365
  13.100000,   -2.963500
  13.200000,   -2.963634
  13.300000,   -2.963769
