eta, Cl
   0.000000,    0.522029
   0.020408,    0.525806
   0.040816,    0.533324
   0.061224,    0.541010
   0.081633,    0.548797
   0.102041,    0.556645
   0.122449,    0.564526
   0.142857,    0.572423
   0.163265,    0.580322
   0.183673,    0.588211
   0.204082,    0.596083
   0.224490,    0.603928
   0.244898,    0.611740
   0.265306,    0.619512
   0.285714,    0.627237
   0.306122,    0.634908
   0.326531,    0.642516
   0.346939,    0.650053
   0.367347,    0.657509
   0.387755,    0.664872
   0.408163,    0.672128
   0.428571,    0.679262
   0.448980,    0.686256
   0.469388,    0.693089
   0.489796,    0.699735
   0.510204,    0.706163
   0.530612,    0.712338
   0.551020,    0.718220
   0.571429,    0.723761
   0.591837,    0.728903
   0.612245,    0.733577
   0.632653,    0.737701
   0.653061,    0.741178
   0.673469,    0.743887
   0.693878,    0.745686
   0.714286,    0.746399
   0.734694,    0.745812
   0.755102,    0.743661
   0.775510,    0.739620
   0.795918,    0.733276
   0.816327,    0.724112
   0.836735,    0.711461
   0.857143,    0.694454
   0.877551,    0.671927
   0.897959,    0.642263
   0.918367,    0.603096
   0.938776,    0.550673
   0.959184,    0.478211
   0.979592,    0.370015
   1.000000,    0.000000
