Speed (TAS), Climb Angle
  79.512910,    3.236770
  81.376993,    2.997363
  83.241076,    2.834648
  85.105159,    2.881122
  86.969241,    2.928785
  88.833324,    2.970115
  90.697407,    3.004242
  92.561490,    3.033590
  94.425572,    3.051488
  96.289655,    3.069251
  98.153738,    3.073303
 100.017821,    3.074854
 101.881904,    3.070083
 103.745986,    3.056093
 105.610069,    3.043342
 107.474152,    3.020666
 109.338235,    2.993916
 111.202317,    2.967388
 113.066400,    2.934157
 114.930483,    2.892694
 116.794566,    2.851309
 118.658649,    2.809915
 120.522731,    2.759625
 122.386814,    2.703853
 124.250897,    2.647946
 126.114980,    2.591986
 127.979062,    2.535784
 129.843145,    2.467377
 131.707228,    2.397328
 133.571311,    2.327572
 135.435393,    2.257462
 137.299476,    2.187892
 139.163559,    2.118104
 141.027642,    2.036734
 142.891725,    1.954096
 144.755807,    1.870768
 146.619890,    1.786360
 148.483973,    1.701033
 150.348056,    1.614564
 152.212138,    1.527259
 154.076221,    1.438980
 155.940304,    1.340053
 157.804387,    1.242635
 159.668470,    1.146503
 161.532552,    1.053863
 163.396635,    0.964613
 165.260718,    0.878800
 167.124801,    0.795728
 168.988883,    0.713612
 170.852966,    0.632372
 172.717049,    0.550601
 174.581132,    0.468197
 176.445214,    0.375791
 178.309297,    0.281429
 180.173380,    0.185953
 182.037463,    0.089244
 183.901546,   -0.008556
 185.765628,   -0.107452
 187.629711,   -0.207390
 189.493794,   -0.308353
 191.357877,   -0.410321
 193.221959,   -0.513297
 195.086042,   -0.617265
 196.950125,   -0.722240
 198.814208,   -0.828214
 200.678290,   -0.935197
 202.542373,   -1.043187
 204.406456,   -1.152188
 206.270539,   -1.262200
 208.134622,   -1.377026
 209.998704,   -1.497251
 211.862787,   -1.618564
 213.726870,   -1.740965
 215.590953,   -1.864454
 217.455035,   -1.989034
 219.319118,   -2.114704
 221.183201,   -2.241465
 223.047284,   -2.369319
 224.911367,   -2.498266
 226.775449,   -2.628308
 228.639532,   -2.759444
 230.503615,   -2.891677
 232.367698,   -3.025008
 234.231780,   -3.159436
 236.095863,   -3.294965
 237.959946,   -3.431594
 239.824029,   -3.569325
 241.688111,   -3.708160
 243.552194,   -3.848099
 245.416277,   -3.989145
 247.280360,   -4.131298
 249.144443,   -4.274560
 251.008525,   -4.418932
 252.872608,   -4.564416
 254.736691,   -4.711014
 256.600774,   -4.858727
 258.464856,   -5.007557
 260.328939,   -5.157506
 262.193022,   -5.308575
 264.057105,   -5.460767
