Speed (TAS), Rate of Climb
 140.273463, 1083.722796
 141.572164, 1090.105484
 142.870865, 1096.536743
 144.169567, 1102.561921
 145.468268, 1108.198718
 146.766969, 1113.239289
 148.065671, 1117.887724
 149.364372, 1122.181515
 150.663073, 1125.913868
 151.961774, 1129.230445
 153.260476, 1132.236721
 154.559177, 1134.581844
 155.857878, 1136.636616
 157.156580, 1138.209851
 158.455281, 1139.323240
 159.753982, 1140.094547
 161.052684, 1141.815627
 162.351385, 1143.725690
 163.650086, 1145.008258
 164.948788, 1146.122339
 166.247489, 1146.587980
 167.546190, 1146.879603
 168.844892, 1146.560064
 170.143593, 1146.004106
 171.442294, 1144.937028
 172.740995, 1143.509804
 174.039697, 1141.738913
 175.338398, 1139.418259
 176.637099, 1136.934959
 177.935801, 1133.758916
 179.234502, 1130.348588
 180.533203, 1126.569387
 181.831905, 1122.213260
 183.130606, 1117.668286
 184.429307, 1112.576815
 185.728009, 1107.056169
 187.026710, 1101.333463
 188.325411, 1094.984620
 189.624112, 1088.258458
 190.922814, 1081.317004
 192.221515, 1074.035429
 193.520216, 1067.837027
 194.818918, 1061.433875
 196.117619, 1054.608030
 197.416320, 1047.200264
 198.715022, 1039.574573
 200.013723, 1031.730396
 201.312424, 1023.158064
 202.611126, 1014.276151
 203.909827, 1005.162578
 205.208528,  995.756957
 206.507230,  985.587960
 207.805931,  975.174238
 209.104632,  964.515086
 210.403333,  953.580809
 211.702035,  941.839224
 213.000736,  929.839218
 214.299437,  917.580020
 215.598139,  905.060859
 216.896840,  891.888792
 218.195541,  878.251548
 219.494243,  864.341400
 220.792944,  850.157512
 222.091645,  835.699051
 223.390347,  820.429672
 224.689048,  805.861873
 225.987749,  792.057656
 227.286451,  777.989093
 228.585152,  763.655287
 229.883853,  748.632756
 231.182554,  733.170123
 232.481256,  717.429540
 233.779957,  701.410057
 235.078658,  685.110723
 236.377360,  668.515325
 237.676061,  651.064862
 238.974762,  633.322024
 240.273464,  615.285809
 241.572165,  596.955212
 242.870866,  578.329231
 244.169568,  559.406862
 245.468269,  539.751215
 246.766970,  519.637961
 248.065672,  499.215927
 249.364373,  478.484058
 250.663074,  457.441304
 251.961775,  436.086611
 253.260477,  414.418927
 254.559178,  391.991278
 255.857879,  369.099614
 257.156581,  347.470252
 258.455282,  325.795458
 259.753983,  303.811968
 261.052685,  281.518683
 262.351386,  258.914505
 263.650087,  235.998335
 264.948789,  212.218266
 266.247490,  188.078874
 267.546191,  163.615493
 268.844892,  138.826981
