Speed (TAS), Climb Angle
  76.262075,    0.738690
  76.870733,    0.736616
  77.479391,    0.733529
  78.088049,    0.729523
  78.696706,    0.723822
  79.305364,    0.717119
  79.914022,    0.711768
  80.522680,    0.705986
  81.131338,    0.699630
  81.739996,    0.692048
  82.348654,    0.683378
  82.957312,    0.674031
  83.565970,    0.663189
  84.174627,    0.652072
  84.783285,    0.639207
  85.391943,    0.626294
  86.000601,    0.611585
  86.609259,    0.596919
  87.217917,    0.580486
  87.826575,    0.564045
  88.435233,    0.546082
  89.043891,    0.527870
  89.652548,    0.508554
  90.261206,    0.488578
  90.869864,    0.469459
  91.478522,    0.450300
  92.087180,    0.431131
  92.695838,    0.410511
  93.304496,    0.389585
  93.913154,    0.368215
  94.521812,    0.345545
  95.130469,    0.322843
  95.739127,    0.299237
  96.347785,    0.274796
  96.956443,    0.250313
  97.565101,    0.224734
  98.173759,    0.198520
  98.782417,    0.172253
  99.391075,    0.144980
  99.999733,    0.116994
 100.608390,    0.088945
 101.217048,    0.060271
 101.825706,    0.031450
 102.434364,    0.003648
 103.043022,   -0.024226
 103.651680,   -0.053582
 104.260338,   -0.083153
 104.868996,   -0.112807
 105.477654,   -0.142903
 106.086311,   -0.174232
 106.694969,   -0.205651
 107.303627,   -0.237161
 107.912285,   -0.269219
 108.520943,   -0.302389
 109.129601,   -0.335658
 109.738259,   -0.369027
 110.346917,   -0.402628
 110.955575,   -0.437636
 111.564232,   -0.472752
 112.172890,   -0.507975
 112.781548,   -0.542529
 113.390206,   -0.576751
 113.998864,   -0.611718
 114.607522,   -0.646801
 115.216180,   -0.681999
 115.824838,   -0.717313
 116.433496,   -0.753614
 117.042153,   -0.790530
 117.650811,   -0.827568
 118.259469,   -0.864730
 118.868127,   -0.902014
 119.476785,   -0.939828
 120.085443,   -0.978688
 120.694101,   -1.017679
 121.302759,   -1.056800
 121.911417,   -1.096050
 122.520074,   -1.135431
 123.128732,   -1.175570
 123.737390,   -1.216043
 124.346048,   -1.255682
 124.954706,   -1.295457
 125.563364,   -1.335370
 126.172022,   -1.375419
 126.780680,   -1.415737
 127.389338,   -1.457309
 127.997995,   -1.499024
 128.606653,   -1.540881
 129.215311,   -1.582882
 129.823969,   -1.625026
 130.432627,   -1.667312
 131.041285,   -1.709818
 131.649943,   -1.753598
 132.258601,   -1.797528
 132.867259,   -1.841606
 133.475916,   -1.885833
 134.084574,   -1.930209
 134.693232,   -1.974488
 135.301890,   -2.018191
 135.910548,   -2.062318
 136.519206,   -2.107485
