CL_e, delta_e_eq
   0.371802,   -2.070827
   0.468967,   -2.814988
   0.565944,   -3.586879
   0.662743,   -4.384901
   0.759351,   -5.213048
   0.855771,   -6.074882
   0.952008,   -6.963934
   1.048071,   -7.862355
   1.144293,   -8.799951
   1.240053,   -9.825395
   1.335630,  -10.863888
   1.431023,  -11.970505
   1.526227,  -13.274286
   1.621249,  -14.594054
   1.716097,  -18.029444
   1.810768,  -25.000000
