Speed (CAS), Rate of Climb
  81.081024,    1.847119
  82.246248,    1.917957
  83.411472,    2.026897
  84.576695,    2.137991
  85.741919,    2.248936
  86.907143,    2.352709
  88.072367,    2.458548
  89.237591,    2.551740
  90.402815,    2.646931
  91.568039,    2.735920
  92.733263,    2.816796
  93.898487,    2.899693
  95.063710,    2.978929
  96.228934,    3.039928
  97.394158,    3.102076
  98.559382,    3.165394
  99.724606,    3.216622
 100.889830,    3.256350
 102.055054,    3.293964
 103.220278,    3.325118
 104.385501,    3.350994
 105.550725,    3.358889
 106.715949,    3.366129
 107.881173,    3.372713
 109.046397,    3.378642
 110.211621,    3.378762
 111.376845,    3.358924
 112.542069,    3.337649
 113.707292,    3.314929
 114.872516,    3.290758
 116.037740,    3.265127
 117.202964,    3.232998
 118.368188,    3.180064
 119.533412,    3.124913
 120.698636,    3.067531
 121.863860,    3.007903
 123.029083,    2.946014
 124.194307,    2.881849
 125.359531,    2.815394
 126.524755,    2.726161
 127.689979,    2.636797
 128.855203,    2.545404
 130.020427,    2.451105
 131.185651,    2.353878
 132.350874,    2.253702
 133.516098,    2.150556
 134.681322,    2.044418
 135.846546,    1.935267
 137.011770,    1.810292
 138.176994,    1.670685
 139.342218,    1.527375
 140.507442,    1.380337
 141.672665,    1.229543
 142.837889,    1.074967
 144.003113,    0.916583
 145.168337,    0.754363
 146.333561,    0.588282
 147.498785,    0.418312
 148.664009,    0.244428
 149.829233,    0.066602
 150.994457,   -0.120237
 152.159680,   -0.325201
 153.324904,   -0.529649
 154.490128,   -0.738557
 155.655352,   -0.951956
 156.820576,   -1.169879
 157.985800,   -1.392354
 159.151024,   -1.619415
 160.316248,   -1.851090
 161.481471,   -2.087412
 162.646695,   -2.328411
 163.811919,   -2.574119
 164.977143,   -2.824566
 166.142367,   -3.079782
 167.307591,   -3.339800
 168.472815,   -3.604650
 169.638039,   -3.874363
 170.803262,   -4.148970
 171.968486,   -4.447942
 173.133710,   -4.756681
 174.298934,   -5.070902
 175.464158,   -5.390638
 176.629382,   -5.718619
 177.794606,   -6.074411
 178.959830,   -6.436153
 180.125053,   -6.803877
 181.290277,   -7.177620
 182.455501,   -7.557443
 183.620725,   -7.943525
 184.785949,   -8.336196
 185.951173,   -8.735962
 187.116397,   -9.135425
 188.281621,   -9.536932
 189.446844,   -9.948068
 190.612068,  -10.370205
 191.777292,  -10.804981
 192.942516,  -11.254324
 194.107740,  -11.720470
 195.272964,  -12.205988
 196.438188,  -12.713804
