Speed (CAS), Efficiency
 257.305780,    9.280677
 259.139441,    9.498874
 260.973101,    9.721879
 262.806762,    9.943593
 264.640423,   10.163321
 266.474083,   10.387157
 268.307744,   10.603115
 270.141405,   10.825996
 271.975065,   11.039523
 273.808726,   11.259304
 275.642387,   11.471005
 277.476047,   11.687787
 279.309708,   11.896267
 281.143369,   12.110376
 282.977029,   12.314288
 284.810690,   12.526271
 286.644351,   12.724344
 288.478011,   12.930115
 290.311672,   13.126012
 292.145333,   13.324067
 293.978994,   13.519165
 295.812654,   13.708439
 297.646315,   13.903964
 299.479976,   14.083532
 301.313636,   14.268946
 303.147297,   14.449910
 304.980958,   14.624107
 306.814618,   14.803645
 308.648279,   14.970749
 310.481940,   15.137732
 312.315600,   15.309504
 314.149261,   15.464036
 315.982922,   15.622123
 317.816582,   15.783981
 319.650243,   15.928186
 321.483904,   16.075904
 323.317564,   16.227256
 325.151225,   16.362475
 326.984886,   16.498589
 328.818546,   16.637771
 330.652207,   16.766988
 332.485868,   16.890516
 334.319528,   17.016575
 336.153189,   17.142539
 337.986850,   17.252753
 339.820511,   17.365004
 341.654171,   17.479344
 343.487832,   17.586981
 345.321493,   17.684991
 347.155153,   17.784630
 348.988814,   17.885935
 350.822475,   17.978934
 352.656135,   18.063726
 354.489796,   18.149771
 356.323457,   18.237092
 358.157117,   18.319568
 359.990778,   18.390473
 361.824439,   18.462294
 363.658099,   18.535048
 365.491760,   18.608750
 367.325421,   18.667994
 369.159081,   18.725296
 370.992742,   18.783239
 372.826403,   18.841832
 374.660063,   18.900038
 376.493724,   18.942820
 378.327385,   18.986006
 380.161045,   19.029600
 381.994706,   19.073608
 383.828367,   19.118033
 385.662027,   19.148302
 387.495688,   19.177257
 389.329349,   19.206437
 391.163010,   19.235844
 392.996670,   19.265481
 394.830331,   19.290305
 396.663992,   19.305258
 398.497652,   19.320304
 400.331313,   19.335443
 402.164974,   19.350675
 403.998634,   19.366001
 405.832295,   19.377270
 407.665956,   19.378738
 409.499616,   19.380212
 411.333277,   19.381693
 413.166938,   19.383181
 415.000598,   19.384676
 416.834259,   19.386177
 418.667920,   19.378405
 420.501580,   19.366979
 422.335241,   19.355517
 424.168902,   19.344019
 426.002562,   19.332485
 427.836223,   19.320915
 429.669884,   19.309309
 431.503544,   19.291576
 433.337205,   19.268120
 435.170866,   19.244621
 437.004527,   19.221081
 438.838187,   19.197500
