Ground Distance, Speed
   0.000000,    0.000310
   0.015373,    0.309655
   0.168785,    0.617771
   0.339217,    0.925698
   0.509649,    1.233624
   0.680081,    1.541550
   0.850513,    1.849476
   1.020945,    2.157402
   1.191377,    2.465328
   1.361810,    2.773255
   1.532242,    3.081181
   1.702674,    3.389107
   2.119176,    3.694204
   2.566403,    3.998949
   3.013630,    4.303694
   3.460857,    4.608438
   3.908084,    4.913183
   4.355311,    5.217927
   4.802538,    5.522672
   5.249765,    5.827416
   5.696992,    6.132161
   6.144219,    6.436905
   6.834921,    6.738734
   7.556023,    7.040198
   8.277125,    7.341662
   8.998227,    7.643127
   9.719329,    7.944591
  10.440431,    8.246055
  11.161533,    8.547520
  11.882635,    8.848984
  12.603737,    9.150449
  13.324839,    9.451913
  14.286743,    9.750378
  15.278714,   10.048469
  16.270685,   10.346560
  17.262656,   10.644651
  18.254627,   10.942742
  19.246597,   11.240833
  20.238568,   11.538924
  21.230539,   11.837015
  22.222510,   12.135106
  23.214481,   12.433196
  24.444509,   12.728210
  25.704260,   13.022840
  26.964012,   13.317469
  28.223763,   13.612099
  29.483515,   13.906729
  30.743266,   14.201358
  32.003017,   14.495988
  33.262769,   14.790617
  34.522520,   15.085247
  35.782272,   15.379876
  37.277267,   15.671356
  38.801634,   15.962441
  40.326001,   16.253527
  41.850368,   16.544613
  43.374735,   16.835698
  44.899102,   17.126784
  46.423469,   17.417870
  47.947835,   17.708956
  49.472202,   18.000041
  50.996569,   18.291127
  52.753203,   18.578599
  54.538837,   18.865619
  56.324472,   19.152639
  58.110106,   19.439659
  59.895740,   19.726679
  61.681374,   20.013699
  63.467009,   20.300719
  65.252643,   20.587739
  67.038277,   20.874760
  68.823911,   21.161780
  70.838111,   21.444388
  72.880849,   21.726445
  74.923587,   22.008502
  76.966325,   22.290559
  79.009063,   22.572616
  81.051801,   22.854674
  83.094539,   23.136731
  85.137277,   23.418788
  87.180015,   23.700845
  89.222753,   23.982902
  91.490044,   24.260508
  93.785372,   24.537557
  96.080700,   24.814607
  98.376028,   25.091656
 100.671357,   25.368706
 102.966685,   25.645755
 105.262013,   25.922805
 107.557341,   26.199854
 109.852669,   26.476904
 112.147997,   26.753953
 114.663848,   27.026534
 117.207232,   27.298557
 119.750617,   27.570580
 122.294002,   27.842603
 124.837386,   28.114626
 127.380771,   28.386649
 129.924156,   28.658672
 132.467540,   28.930695
 135.010925,   29.202718
 137.554309,   29.474740
 140.314173,   29.742283
 143.101066,   30.009267
 145.887959,   30.276250
 148.674852,   30.543234
 151.461746,   30.810217
 154.248639,   31.077201
 157.035532,   31.344185
 159.822425,   31.611168
 162.609318,   31.878152
 165.396211,   32.145135
 168.395532,   32.407633
 171.421377,   32.669570
 174.447222,   32.931508
 177.473067,   33.193445
 180.498912,   33.455382
 183.524756,   33.717320
 186.550601,   33.979257
 189.576446,   34.241195
 192.602291,   34.503132
 195.628136,   34.765070
 198.862355,   35.022520
 202.122591,   35.279411
 205.382827,   35.536301
 208.643064,   35.793191
 211.903300,   36.050082
 215.163536,   36.306972
 218.423773,   36.563863
 221.684009,   36.820753
 224.944245,   37.077643
 228.204481,   37.334534
 231.668895,   37.586409
 235.158801,   37.837659
 238.648708,   38.088909
 242.138614,   38.340158
 245.628521,   38.591408
 249.118428,   38.842657
 252.608334,   39.093907
 256.098241,   39.345157
 259.588147,   39.596406
 263.078054,   39.847656
 266.767166,   40.093125
 270.481150,   40.337873
 274.195135,   40.582621
 277.909119,   40.827368
 281.623104,   41.072116
 285.337089,   41.316864
 289.051073,   41.561612
 292.765058,   41.806359
 296.479042,   42.051107
 300.193027,   42.295855
 304.101016,   42.534885
 308.033229,   42.773201
 311.965441,   43.011517
 315.897653,   43.249833
 319.829866,   43.488150
 323.762078,   43.726466
 327.694291,   43.964782
 331.626503,   44.203098
 335.558716,   44.441414
 339.490928,   44.679731
 343.612015,   44.912409
 347.756684,   45.144383
 351.901354,   45.376358
 356.046023,   45.608332
 360.190693,   45.840307
 364.335362,   46.072281
 368.480032,   46.304256
