alpha body, Efficiency
 -10.000000,   -8.313543
  -9.000000,   -8.336017
  -8.000000,   -8.227981
  -7.000000,   -7.915736
  -6.000000,   -7.295405
  -5.000000,   -6.198298
  -4.000000,   -4.474579
  -3.000000,   -2.003005
  -2.000000,    1.256261
  -1.000000,    5.093977
   0.000000,    9.048330
   1.000000,   12.444005
   2.000000,   14.844447
   3.000000,   16.171459
   4.000000,   16.593189
   5.000000,   16.381884
   6.000000,   15.734381
   7.000000,   14.877575
   8.000000,   13.957390
   9.000000,   13.052461
  10.000000,   12.194083
  11.000000,   11.390429
  12.000000,   10.601524
  13.000000,    9.783984
  14.000000,    8.940335
  15.000000,    8.095043
  16.000000,    7.282715
  17.000000,    6.541203
  18.000000,    6.068427
  19.000000,    5.944347
  20.000000,    5.993665
