alpha body, Efficiency
 -10.000000,   -8.511429
  -9.000000,   -8.534798
  -8.000000,   -8.424622
  -7.000000,   -8.105443
  -6.000000,   -7.470482
  -5.000000,   -6.347059
  -4.000000,   -4.582033
  -3.000000,   -2.051281
  -2.000000,    1.285955
  -1.000000,    5.215398
   0.000000,    9.264168
   1.000000,   12.740816
   2.000000,   15.199659
   3.000000,   16.560440
   4.000000,   16.993752
   5.000000,   16.778202
   6.000000,   16.115401
   7.000000,   15.237889
   8.000000,   14.295270
   9.000000,   13.368181
  10.000000,   12.488733
  11.000000,   11.665335
  12.000000,   10.857144
  13.000000,   10.020210
  14.000000,    9.157046
  15.000000,    8.292233
  16.000000,    7.461007
  17.000000,    6.702850
  18.000000,    6.219593
  19.000000,    6.094577
  20.000000,    6.164418
