V (EAS), 
  54.002439,    0.000000
  54.002439,    1.000000
  56.487832,    1.094165
  58.973226,    1.192567
  61.458620,    1.295206
  63.944013,    1.402081
  66.429407,    1.513192
  68.914801,    1.628539
  71.400194,    1.748123
  73.885588,    1.871943
  76.370981,    2.000000
  94.743120,    2.000000
  94.743120,    0.000000
