Mach, Rate of Climb
   0.436825,    4.398649
   0.440291,    4.460313
   0.443757,    4.559434
   0.447224,    4.664374
   0.450690,    4.771936
   0.454157,    4.880509
   0.457623,    4.987042
   0.461090,    5.095211
   0.464556,    5.201845
   0.468022,    5.304910
   0.471489,    5.409464
   0.474955,    5.515517
   0.478422,    5.614183
   0.481888,    5.711569
   0.485354,    5.810238
   0.488821,    5.910200
   0.492287,    6.009645
   0.495754,    6.098733
   0.499220,    6.188859
   0.502687,    6.280266
   0.506153,    6.372799
   0.509619,    6.466399
   0.513086,    6.558989
   0.516552,    6.636799
   0.520019,    6.715338
   0.523485,    6.794613
   0.526951,    6.874627
   0.530418,    6.955388
   0.533884,    7.036901
   0.537351,    7.114909
   0.540817,    7.180160
   0.544284,    7.245836
   0.547750,    7.311941
   0.551216,    7.378480
   0.554683,    7.445454
   0.558149,    7.512868
   0.561616,    7.580725
   0.565082,    7.644697
   0.568548,    7.697183
   0.572015,    7.749824
   0.575481,    7.802622
   0.578948,    7.855579
   0.582414,    7.908695
   0.585881,    7.961973
   0.589347,    8.015414
   0.592813,    8.069020
   0.596280,    8.122792
   0.599746,    8.160861
   0.603213,    8.195910
   0.606679,    8.230661
   0.610146,    8.265265
   0.613612,    8.299721
   0.617078,    8.334029
   0.620545,    8.368189
   0.624011,    8.402201
   0.627478,    8.436065
   0.630944,    8.469780
   0.634410,    8.503347
   0.637877,    8.523621
   0.641343,    8.539859
   0.644810,    8.555673
   0.648276,    8.571061
   0.651743,    8.586021
   0.655209,    8.600551
   0.658675,    8.614651
   0.662142,    8.628318
   0.665608,    8.641551
   0.669075,    8.654348
   0.672541,    8.666708
   0.676007,    8.678629
   0.679474,    8.690110
   0.682940,    8.699382
   0.686407,    8.693181
   0.689873,    8.686262
   0.693340,    8.678597
   0.696806,    8.670145
   0.700272,    8.661147
   0.703739,    8.654764
   0.707205,    8.647414
   0.710672,    8.638986
   0.714138,    8.629354
   0.717604,    8.618367
   0.721071,    8.605851
   0.724537,    8.591605
   0.728004,    8.575405
   0.731470,    8.556994
   0.734937,    8.536088
   0.738403,    8.512368
   0.741869,    8.484288
   0.745336,    8.438339
   0.748802,    8.384765
   0.752269,    8.326482
   0.755735,    8.262978
   0.759201,    8.193693
   0.762668,    8.118021
   0.766134,    8.035305
   0.769601,    7.944837
   0.773067,    7.845852
   0.776534,    7.737527
   0.780000,    7.618979
