Mach, Efficiency
   0.359458,   12.894695
   0.363706,   13.114739
   0.367954,   13.332444
   0.372202,   13.547211
   0.376450,   13.759068
   0.380697,   13.967958
   0.384945,   14.173890
   0.389193,   14.376949
   0.393441,   14.577292
   0.397689,   14.774630
   0.401937,   14.965355
   0.406185,   15.153402
   0.410433,   15.339223
   0.414681,   15.519480
   0.418929,   15.694409
   0.423176,   15.867885
   0.427424,   16.034307
   0.431672,   16.196522
   0.435920,   16.356979
   0.440168,   16.507595
   0.444416,   16.658926
   0.448664,   16.799720
   0.452912,   16.940428
   0.457160,   17.071866
   0.461408,   17.202448
   0.465655,   17.323396
   0.469903,   17.444681
   0.474151,   17.554107
   0.478399,   17.665917
   0.482647,   17.764248
   0.486895,   17.863176
   0.491143,   17.954533
   0.495391,   18.039821
   0.499639,   18.126143
   0.503887,   18.197174
   0.508134,   18.269372
   0.512382,   18.337013
   0.516630,   18.394139
   0.520878,   18.452098
   0.525126,   18.503321
   0.529374,   18.545626
   0.533622,   18.588467
   0.537870,   18.626227
   0.542118,   18.653073
   0.546366,   18.680210
   0.550613,   18.707638
   0.554861,   18.719100
   0.559109,   18.730233
   0.563357,   18.741465
   0.567605,   18.747390
   0.571853,   18.742499
   0.576101,   18.737574
   0.580349,   18.732615
   0.584597,   18.721859
   0.588845,   18.701063
   0.593092,   18.680162
   0.597340,   18.659158
   0.601588,   18.637698
   0.605836,   18.601404
   0.610084,   18.564998
   0.614332,   18.528481
   0.618580,   18.491855
   0.622828,   18.451684
   0.627076,   18.400562
   0.631324,   18.349378
   0.635571,   18.298136
   0.639819,   18.246837
   0.644067,   18.195487
   0.648315,   18.131557
   0.652563,   18.066822
   0.656811,   18.002130
   0.661059,   17.937484
   0.665307,   17.872888
   0.669555,   17.808193
   0.673803,   17.731402
   0.678050,   17.654790
   0.682298,   17.578362
   0.686546,   17.502122
   0.690794,   17.426074
   0.695042,   17.350220
   0.699290,   17.270830
   0.703538,   17.184299
   0.707786,   17.098113
   0.712034,   17.012278
   0.716282,   16.926793
   0.720529,   16.841663
   0.724777,   16.756888
   0.729025,   16.672473
   0.733273,   16.581238
   0.737521,   16.487821
   0.741769,   16.394921
   0.746017,   16.302537
   0.750265,   16.210669
   0.754513,   16.119318
   0.758761,   16.028484
   0.763008,   15.938167
   0.767256,   15.848365
   0.771504,   15.750971
   0.775752,   15.653884
   0.780000,   15.557463
