Ground distance, Thrust
   0.000000, 207199.776112
   0.684793, 206086.975268
   1.542845, 204975.575233
   3.483476, 203874.463525
   5.733377, 202776.290963
   9.052853, 201688.473614
  12.677882, 200603.614516
  17.359403, 199529.169838
  22.342740, 198457.700324
  28.369415, 197396.696879
  34.694148, 196338.683356
  42.049005, 195291.180130
  49.698145, 194246.679460
  58.364143, 193212.726037
  67.320635, 192181.785726
  77.280679, 191161.422480
  87.527415, 190144.080864
  98.764361, 189137.339154
 110.284189, 188133.625598
 122.780863, 187140.527973
 135.556600, 186150.463080
 149.295802, 185171.023492
 163.310244, 184194.619314
 178.274764, 183228.843337
 193.510699, 182266.103597
 209.683322, 181349.110356
 226.123537, 180445.185862
 243.487702, 179649.377106
 261.115820, 178884.454588
 279.656356, 178126.933829
 298.457549, 177371.527585
 318.159724, 176623.540756
 338.119289, 175877.673486
 358.968375, 175139.238915
 380.071578, 174402.927699
 402.052824, 173674.058192
 424.284907, 172947.314614
 447.383547, 172228.017586
 470.729741, 171510.847870
 494.930999, 170801.125474
 519.376529, 170093.530611
 544.665765, 169457.001012
 570.196029, 168840.773165
 596.559321, 168236.943568
 623.160589, 167636.655872
 650.584426, 167042.270759
 678.243251, 166449.571881
 706.714175, 165862.778587
 735.417098, 165277.672387
 764.921650, 164698.471759
 794.655208, 164120.958220
 825.179927, 163549.347304
 855.930663, 162979.422634
 887.462099, 162415.394775
 919.216563, 161853.051504
 951.741280, 161296.596452
 984.486041, 160741.823533
1010.304372, 160321.074906
1044.161034, 159848.138643
1078.479175, 159377.459551
1113.166362, 158908.585536
1148.381809, 158445.002979
1184.019708, 157985.652039
1220.173041, 157533.538963
1256.738570, 157087.214060
1272.986613, 156888.887751
1310.332673, 156530.906579
1336.255841, 156282.419691
1374.026453, 156003.218137
1412.085916, 155787.958862
1450.268881, 155606.612785
1466.762693, 155528.277117
1505.117696, 155442.788064
1543.479400, 155364.367128
1548.582268, 155353.935587
1586.947865, 155287.771474
1625.313355, 155218.864915
1663.678695, 155149.115557
1702.043910, 155079.017089
1740.409069, 155008.806246
1749.806992, 154991.607411
1788.172083, 154921.458749
1826.537164, 154851.296477
1864.902234, 154781.122129
1903.267383, 154710.954451
1941.632601, 154640.792693
1979.997943, 154570.694628
2018.363394, 154500.653085
2056.728941, 154430.651728
2095.094573, 154360.686035
2133.460331, 154290.745981
2171.826200, 154220.828681
2210.192177, 154150.992362
2248.558252, 154081.227908
2286.924451, 154011.463309
2325.290761, 153941.698581
2363.657185, 153871.943607
2387.521942, 153828.559979
2425.888760, 153758.942318
2464.255494, 153689.591252
2502.622226, 153620.209478
2540.988939, 153550.656170
2579.355772, 153481.155805
2617.722757, 153411.722456
2656.089951, 153342.343068
2694.457180, 153272.972718
2732.824587, 153203.741382
2771.192023, 153134.533330
2809.559565, 153065.407714
2847.927124, 152996.295905
2886.294846, 152927.146958
2924.662595, 152857.991791
2963.030589, 152788.961096
3001.398617, 152719.947419
3039.766815, 152651.067362
3078.135035, 152582.205573
3091.690702, 152557.896023
3130.058975, 142479.502977
3168.415695, 132415.119139
3206.738826, 122391.466546
3245.033313, 112371.982920
3283.259896, 102362.382615
3321.456617, 92354.938744
3359.582543, 82352.607109
3397.688095, 74229.833068
3435.735044, 72349.547255
3473.766255, 72338.139242
3511.797495, 72327.212852
3549.828866, 72316.569566
3587.860337, 72306.064462
3625.891854, 72295.599946
3663.923430, 72285.144256
3701.955044, 72274.712749
3739.986668, 72264.286684
3778.018294, 72253.876087
3816.049921, 72243.473149
3854.081513, 72233.080218
3892.113088, 72222.692242
3930.144638, 72212.281469
3968.176175, 72201.884978
4006.207693, 72191.507873
4044.239205, 72181.109433
4082.270719, 72170.718403
4120.302224, 72160.344373
4158.333701, 72149.977396
4196.365150, 72139.616925
4234.396578, 72129.237101
4272.427992, 72118.864532
4310.459384, 72108.514711
4348.490771, 72098.149108
4386.522160, 72087.779327
4424.553541, 72077.432224
4462.584900, 72067.090635
4500.616227, 72056.756835
4538.647538, 72046.407210
4576.678837, 72036.056615
4614.710113, 72025.733223
4652.741388, 72015.399352
4690.772674, 72005.045340
4728.803963, 71994.721451
4766.835245, 71984.403542
4804.866502, 71974.077264
4842.897752, 71963.761421
4880.928997, 71953.447317
4918.960191, 71943.156547
4956.991381, 71932.862666
4995.022549, 71922.536471
5033.053710, 71912.241747
5071.084870, 71901.947455
5109.115996, 71891.657664
5147.147128, 71881.357176
5185.178264, 71871.061692
5223.209399, 71860.779674
5261.240533, 71850.503406
5299.271684, 71840.197381
5337.302860, 71829.924663
5375.334033, 71819.655161
5413.365183, 71809.388928
5451.396339, 71799.117904
5489.427497, 71788.851889
5527.458636, 71778.602997
5565.489769, 71768.360271
5603.520853, 71758.126132
5641.551988, 71747.842030
5679.583135, 71737.552648
5717.614416, 71727.284702
5755.645719, 71717.048869
5793.677019, 71706.816729
5831.708250, 71696.610240
5869.739469, 71686.408079
5907.770644, 71676.166232
5945.801843, 71665.925712
5983.833072, 71655.699384
6021.864301, 71645.477576
6059.895531, 71635.275705
6097.926762, 71625.064291
6135.958024, 71614.835381
6173.989297, 71604.635265
6212.020561, 71594.442571
6250.051806, 71584.250514
6288.083057, 71574.048823
6326.114291, 71563.868198
6364.145490, 71553.708390
6402.176668, 71543.530223
6440.207838, 71533.329986
6478.239036, 71523.148085
6516.270247, 71512.968462
6554.301490, 71502.778657
6592.332761, 71492.611038
6630.364015, 71482.455094
6668.395211, 71472.320842
6706.426404, 71462.183827
6744.457566, 71452.009261
6782.488750, 71441.853654
6820.519938, 71431.706033
6858.551097, 71421.576375
6896.582237, 71411.457101
6934.613356, 71401.312770
6972.644471, 71391.175128
7010.675579, 71381.052699
7048.706674, 71370.938524
7086.737736, 71360.813569
7124.768784, 71350.701616
7162.799806, 71340.602335
7200.830815, 71330.499308
7238.861858, 71320.361726
7276.892930, 71310.226915
7314.924056, 71300.097278
