Ground distance, CL
   0.000000,    1.855694
  18.623565,    1.845519
  37.247175,    1.845519
  55.870786,    1.845519
  74.494962,    1.845434
  93.119186,    1.845341
 111.743410,    1.845249
 130.367634,    1.845156
 148.991858,    1.845064
 167.616082,    1.844971
 186.240306,    1.844879
 204.864530,    1.844786
 223.488754,    1.844694
 242.112977,    1.844601
 260.737998,    1.844509
 279.363086,    1.844416
 297.988174,    1.844324
 316.613263,    1.844231
 335.238351,    1.844139
 353.863439,    1.844046
 372.488528,    1.843954
 391.113616,    1.843861
 409.738704,    1.843769
 428.363793,    1.843676
 446.989654,    1.843669
 465.615581,    1.843669
 484.241508,    1.843669
 502.867434,    1.843669
 521.493361,    1.843669
 540.119288,    1.843669
 558.745215,    1.843669
 577.371142,    1.843669
 595.997069,    1.843669
 614.622996,    1.843669
 633.249675,    1.843498
 651.876418,    1.843313
 670.503161,    1.843128
 689.129904,    1.842943
 707.756647,    1.842758
 726.383391,    1.842573
 745.010134,    1.842388
 763.636877,    1.842203
 782.263620,    1.842018
 800.890363,    1.841833
 819.517981,    1.841819
 838.145674,    1.841819
 856.773367,    1.841819
 875.401060,    1.841819
 894.028753,    1.841819
 912.656445,    1.841819
 931.284138,    1.841819
 949.911831,    1.841819
 968.539524,    1.841819
 987.167217,    1.841819
1005.795774,    1.841734
1024.424405,    1.841641
1043.053035,    1.841549
1061.681666,    1.841456
1080.310297,    1.841364
1098.938928,    1.841271
1117.567558,    1.841179
1136.196189,    1.841086
1154.824820,    1.840994
1173.453451,    1.840901
1192.082866,    1.840894
1210.712349,    1.840894
1229.341832,    1.840894
1247.971314,    1.840894
1266.600797,    1.840894
1285.230280,    1.840894
1303.859762,    1.840894
1322.489245,    1.840894
1341.118728,    1.840894
1359.748210,    1.840894
1378.378445,    1.840723
1397.008744,    1.840538
1415.639042,    1.840353
1434.269341,    1.840168
1452.899640,    1.839983
1471.529938,    1.839798
1490.160237,    1.839613
1508.790536,    1.839428
1527.420834,    1.839243
1546.051133,    1.839058
1564.682295,    1.839044
1583.313531,    1.839044
1601.944767,    1.839044
1620.576003,    1.839044
1639.207239,    1.839044
1657.838475,    1.839044
1676.469711,    1.839044
1695.100947,    1.839044
1713.732183,    1.839044
1732.363419,    1.839044
1750.995497,    1.838959
1769.627648,    1.838866
1788.259798,    1.838774
1806.891949,    1.838681
1825.524100,    1.838589
1844.156250,    1.838496
1862.788401,    1.838404
1881.420551,    1.838311
1900.052702,    1.838219
1918.684852,    1.838126
1937.317759,    1.838119
1955.950729,    1.838119
1974.583700,    1.838119
1993.216670,    1.838119
2011.849641,    1.838119
2030.482612,    1.838119
2049.115582,    1.838119
2067.748553,    1.838119
2086.381523,    1.838119
2105.014494,    1.838119
2123.648181,    1.837948
2142.281929,    1.837763
2160.915678,    1.837578
2179.549426,    1.837393
2198.183174,    1.837208
2216.816923,    1.837023
2235.450671,    1.836838
2254.084419,    1.836653
2272.718168,    1.836468
2291.351916,    1.836283
2309.986491,    1.836269
2328.621136,    1.836269
2347.255781,    1.836269
2365.890427,    1.836269
2384.525072,    1.836269
2403.159717,    1.836269
2421.794362,    1.836269
2440.429008,    1.836269
2459.063653,    1.836269
2477.698298,    1.836269
2496.333749,    1.836184
2514.969268,    1.836091
2533.604788,    1.835999
2552.240307,    1.835906
2570.875826,    1.835814
2589.511346,    1.835721
2608.146865,    1.835629
2626.782384,    1.835536
2645.417904,    1.835444
2664.053423,    1.835351
2682.689663,    1.835344
2701.325965,    1.835344
2719.962266,    1.835344
2738.598568,    1.835344
2757.234869,    1.835344
2775.871171,    1.835344
2794.507472,    1.835344
2813.143774,    1.835344
2831.780075,    1.835344
2850.416377,    1.835344
2869.053365,    1.835173
2887.690413,    1.834988
2906.327460,    1.834803
2924.964507,    1.834618
2943.601554,    1.834433
2962.238601,    1.834248
2980.875648,    1.834063
2999.512696,    1.833878
3018.149743,    1.833693
3036.786790,    1.833508
3055.424640,    1.833494
3074.062559,    1.833494
3092.700478,    1.833494
3111.338397,    1.833494
3129.976316,    1.833494
3148.614234,    1.833494
3167.252153,    1.833494
3185.890072,    1.833494
3204.527991,    1.833494
3223.165910,    1.833494
3241.804619,    1.833409
3260.443396,    1.833316
3279.082173,    1.833224
3297.720950,    1.833131
3316.359727,    1.833039
3334.998504,    1.832946
3353.637280,    1.832854
3372.276057,    1.832761
3390.914834,    1.832669
3409.553611,    1.832576
3428.193103,    1.832569
3446.832656,    1.832569
3465.472208,    1.832569
3484.111761,    1.832569
3502.751314,    1.832569
3521.390867,    1.832569
3540.030420,    1.832569
