Ground distance, Thrust
   0.000000, 48694.709509
   6.087701, 48032.339762
  24.231001, 47379.507606
  54.248970, 46736.156867
  95.959182, 46102.258347
 149.177878, 45477.403093
 213.720117, 44861.621803
 289.399935, 44255.050780
 376.030524, 43657.573984
 473.424389, 43068.502291
 581.393488, 42488.621072
 699.749443, 41917.952890
 828.303762, 41356.576093
 966.868134, 40805.709207
1115.254802, 40265.412785
1273.276817, 39736.838771
1440.748392, 39218.975903
1617.484919, 38712.005569
1803.303043, 38212.933258
1892.083060, 37984.939139
2090.868905, 37492.396401
2220.079878, 37179.137484
2346.802302, 36887.374925
2454.703744, 36660.769374
2675.528204, 36325.658908
2900.445616, 36145.701992
2953.176401, 36118.295633
3176.770087, 36053.945138
3404.083343, 36026.476845
3631.394627, 35996.107272
3858.704235, 35964.739342
4086.012619, 35933.002938
4313.320484, 35901.059417
4540.629240, 35868.956598
4767.938186, 35836.905716
4995.247348, 35804.730740
5222.556800, 35772.483664
5449.866603, 35740.167289
5677.176808, 35707.785134
5680.656626, 35707.290183
5817.281455, 35687.856293
6044.591313, 35655.460277
6271.901335, 35623.047561
6499.211719, 35590.707485
6726.522471, 35558.423283
6953.833673, 35526.180709
7181.145351, 35493.994631
7408.457537, 35461.860556
7635.770210, 35429.781582
7726.940060, 35416.950076
7954.251623, 32178.897827
8181.560967, 28948.986586
8408.868945, 25726.911282
8636.177719, 22511.775525
8863.488265, 22501.353631
9090.800716, 22491.775704
9318.114472, 22482.460638
9545.429253, 22473.240138
9772.744753, 22464.048299
10000.060750, 22454.909221
10227.377015, 22445.737002
10454.693164, 22436.646518
10682.009427, 22427.493938
10909.325525, 22418.430055
11136.641466, 22409.291755
11363.957490, 22400.248949
11591.273210, 22391.130964
11818.589276, 22382.100606
12045.904941, 22373.008789
12273.221042, 22363.991516
12500.536564, 22354.928846
12727.852643, 22345.919627
12955.168057, 22336.884284
13182.484141, 22327.882341
13409.799556, 22318.872589
13637.115630, 22309.884899
13864.430933, 22300.903532
14091.746893, 22291.924397
14319.062136, 22282.968291
14546.378002, 22274.000725
14773.693194, 22265.070019
15001.008949, 22256.112846
15228.324150, 22247.206029
15455.639820, 22238.262029
15682.955018, 22229.379921
15910.270563, 22220.445042
16137.585906, 22211.583681
16364.901500, 22202.662318
16592.217040, 22193.823802
16819.532645, 22184.916640
17046.848376, 22176.100727
17274.163952, 22167.211065
17501.479803, 22158.416978
17728.795247, 22149.558218
17956.111219, 22140.766553
18183.426678, 22131.850999
18410.742788, 22122.900921
18638.058246, 22113.932751
18865.374424, 22104.989456
19092.689931, 22096.048728
19320.006158, 22087.115643
19547.321706, 22078.202321
19774.637973, 22069.275774
20001.953710, 22060.386574
20229.270073, 22051.475671
20456.585865, 22042.614857
20683.902116, 22033.713717
20911.217988, 22024.876952
21138.534171, 22015.988646
21365.850119, 22007.176696
21593.166161, 21998.301696
21820.482040, 21989.522412
22047.797528, 21980.667820
22275.113222, 21971.904593
22502.428327, 21963.080503
22729.743841, 21954.323815
22957.058622, 21945.529575
23184.374001, 21936.777406
23411.688618, 21928.011046
23639.003866, 21919.270555
23866.318255, 21910.534417
24093.633301, 21901.800113
24320.947568, 21893.091075
24548.262428, 21884.368991
24775.576519, 21875.688641
25002.891079, 21866.976379
25230.205016, 21858.322509
25457.519263, 21849.621904
25684.833053, 21840.993903
25912.146945, 21832.306232
26139.460572, 21823.703568
26246.719160, 21819.621296
