Speed (TAS), Efficiency
  93.658859,    9.454862
  95.101896,    9.850267
  96.544932,   10.241167
  97.987969,   10.625620
  99.431006,   11.001851
 100.874043,   11.368296
 102.317079,   11.723370
 103.760116,   12.066551
 105.203153,   12.397211
 106.646190,   12.714262
 108.089226,   13.017876
 109.532263,   13.308198
 110.975300,   13.585632
 112.418337,   13.850812
 113.861373,   14.103703
 115.304410,   14.334097
 116.747447,   14.553652
 118.190484,   14.763729
 119.633520,   14.952363
 121.076557,   15.128850
 122.519594,   15.297548
 123.962631,   15.441251
 125.405668,   15.581122
 126.848704,   15.700474
 128.291741,   15.812111
 129.734778,   15.907537
 131.177815,   15.993848
 132.620851,   16.064756
 134.063888,   16.129172
 135.506925,   16.175516
 136.949962,   16.221801
 138.392998,   16.244004
 139.836035,   16.266502
 141.279072,   16.274965
 142.722109,   16.273831
 144.165145,   16.272685
 145.608182,   16.249960
 147.051219,   16.226294
 148.494256,   16.200264
 149.937292,   16.155665
 151.380329,   16.110882
 152.823366,   16.065922
 154.266403,   16.002187
 155.709439,   15.938144
 157.152476,   15.874021
 158.595513,   15.800152
 160.038550,   15.718970
 161.481586,   15.637893
 162.924623,   15.556932
 164.367660,   15.464031
 165.810697,   15.368292
 167.253734,   15.272910
 168.696770,   15.177893
 170.139807,   15.075217
 171.582844,   14.967696
 173.025881,   14.860810
 174.468917,   14.754563
 175.911954,   14.648961
 177.354991,   14.533553
 178.798028,   14.417847
 180.241064,   14.303054
 181.684101,   14.189173
 183.127138,   14.076205
 184.570175,   13.958329
 186.013211,   13.837409
 187.456248,   13.717649
 188.899285,   13.599042
 190.342322,   13.481582
 191.785358,   13.365263
 193.228395,   13.245836
 194.671432,   13.123617
 196.114469,   13.002748
 197.557505,   12.883217
 199.000542,   12.765010
 200.443579,   12.648117
 201.886616,   12.532523
 203.329653,   12.415009
 204.772689,   12.295338
 206.215726,   12.177129
 207.658763,   12.060366
 209.101800,   11.945029
 210.544836,   11.831101
 211.987873,   11.718564
 213.430910,   11.607402
 214.873947,   11.496571
 216.316983,   11.382827
 217.760020,   11.270572
 219.203057,   11.159784
 220.646094,   11.050443
 222.089130,   10.942528
 223.532167,   10.836016
 224.975204,   10.730888
 226.418241,   10.627123
 227.861277,   10.524702
 229.304314,   10.422602
 230.747351,   10.318816
 232.190388,   10.216445
 233.633424,   10.115465
 235.076461,   10.015855
 236.519498,    9.917592
