Mach, Specific Range
   0.292331,    0.212086
   0.294693,    0.214302
   0.297056,    0.216413
   0.299418,    0.218422
   0.301780,    0.220333
   0.304143,    0.222152
   0.306505,    0.223883
   0.308868,    0.225531
   0.311230,    0.227076
   0.313593,    0.228511
   0.315955,    0.229876
   0.318318,    0.231180
   0.320680,    0.232348
   0.323042,    0.233439
   0.325405,    0.234485
   0.327767,    0.235389
   0.330130,    0.236243
   0.332492,    0.237026
   0.334855,    0.237679
   0.337217,    0.238317
   0.339579,    0.238785
   0.341942,    0.239256
   0.344304,    0.239579
   0.346667,    0.239893
   0.349029,    0.240046
   0.351392,    0.240199
   0.353754,    0.240191
   0.356116,    0.240201
   0.358479,    0.240052
   0.360841,    0.239897
   0.363204,    0.239621
   0.365566,    0.239274
   0.367929,    0.238922
   0.370291,    0.238409
   0.372654,    0.237906
   0.375016,    0.237323
   0.377378,    0.236624
   0.379741,    0.235934
   0.382103,    0.235135
   0.384466,    0.234283
   0.386828,    0.233438
   0.389191,    0.232481
   0.391553,    0.231443
   0.393915,    0.230415
   0.396278,    0.229326
   0.398640,    0.228147
   0.401003,    0.226977
   0.403365,    0.225803
   0.405728,    0.224468
   0.408090,    0.223131
   0.410453,    0.221805
   0.412815,    0.220467
   0.415177,    0.219009
   0.417540,    0.217549
   0.419902,    0.216087
   0.422265,    0.214632
   0.424627,    0.213052
   0.426990,    0.211485
   0.429352,    0.209932
   0.431714,    0.208379
   0.434077,    0.206761
   0.436439,    0.205098
   0.438802,    0.203450
   0.441164,    0.201816
   0.443527,    0.200198
   0.445889,    0.198513
   0.448251,    0.196794
   0.450614,    0.195091
   0.452976,    0.193406
   0.455339,    0.191736
   0.457701,    0.190069
   0.460064,    0.188320
   0.462426,    0.186589
   0.464789,    0.184876
   0.467151,    0.183180
   0.469513,    0.181503
   0.471876,    0.179839
   0.474238,    0.178102
   0.476601,    0.176384
   0.478963,    0.174685
   0.481326,    0.173005
   0.483688,    0.171344
   0.486050,    0.169702
   0.488413,    0.168066
   0.490775,    0.166382
   0.493138,    0.164718
   0.495500,    0.163074
   0.497863,    0.161449
   0.500225,    0.159845
   0.502587,    0.158264
   0.504950,    0.156702
   0.507312,    0.155129
   0.509675,    0.153534
   0.512037,    0.151959
   0.514400,    0.150405
   0.516762,    0.148871
   0.519125,    0.147356
   0.521487,    0.145859
   0.523849,    0.144381
   0.526212,    0.142920
