Mach, Specific Range
   0.299925,    0.198572
   0.302068,    0.200598
   0.304211,    0.202536
   0.306354,    0.204389
   0.308496,    0.206162
   0.310639,    0.207861
   0.312782,    0.209492
   0.314925,    0.211024
   0.317068,    0.212468
   0.319211,    0.213854
   0.321354,    0.215181
   0.323497,    0.216381
   0.325639,    0.217533
   0.327782,    0.218645
   0.329925,    0.219620
   0.332068,    0.220568
   0.334211,    0.221431
   0.336354,    0.222203
   0.338497,    0.222948
   0.340639,    0.223562
   0.342782,    0.224180
   0.344925,    0.224651
   0.347068,    0.225132
   0.349211,    0.225453
   0.351354,    0.225793
   0.353497,    0.225976
   0.355640,    0.226175
   0.357782,    0.226246
   0.359925,    0.226300
   0.362068,    0.226264
   0.364211,    0.226147
   0.366354,    0.226029
   0.368497,    0.225762
   0.370640,    0.225505
   0.372782,    0.225177
   0.374925,    0.224765
   0.377068,    0.224339
   0.379211,    0.223801
   0.381354,    0.223224
   0.383497,    0.222654
   0.385640,    0.221967
   0.387783,    0.221248
   0.389925,    0.220517
   0.392068,    0.219688
   0.394211,    0.218802
   0.396354,    0.217923
   0.398497,    0.217020
   0.400640,    0.216003
   0.402783,    0.214989
   0.404926,    0.213955
   0.407068,    0.212852
   0.409211,    0.211690
   0.411354,    0.210535
   0.413497,    0.209389
   0.415640,    0.208173
   0.417783,    0.206890
   0.419926,    0.205609
   0.422068,    0.204337
   0.424211,    0.203042
   0.426354,    0.201661
   0.428497,    0.200291
   0.430640,    0.198927
   0.432783,    0.197561
   0.434926,    0.196142
   0.437069,    0.194679
   0.439211,    0.193229
   0.441354,    0.191790
   0.443497,    0.190363
   0.445640,    0.188904
   0.447783,    0.187383
   0.449926,    0.185876
   0.452069,    0.184382
   0.454211,    0.182901
   0.456354,    0.181434
   0.458497,    0.179921
   0.460640,    0.178379
   0.462783,    0.176851
   0.464926,    0.175339
   0.467069,    0.173841
   0.469212,    0.172358
   0.471354,    0.170872
   0.473497,    0.169332
   0.475640,    0.167807
   0.477783,    0.166298
   0.479926,    0.164805
   0.482069,    0.163327
   0.484212,    0.161864
   0.486354,    0.160417
   0.488497,    0.158914
   0.490640,    0.157427
   0.492783,    0.155956
   0.494926,    0.154502
   0.497069,    0.153063
   0.499212,    0.151640
   0.501355,    0.150237
   0.503497,    0.148850
   0.505640,    0.147426
   0.507783,    0.146008
   0.509926,    0.144606
   0.512069,    0.143219
