Mach, Specific Range
   0.276517,    0.244528
   0.279254,    0.247246
   0.281990,    0.249827
   0.284727,    0.252269
   0.287463,    0.254577
   0.290200,    0.256743
   0.292936,    0.258766
   0.295672,    0.260664
   0.298409,    0.262439
   0.301145,    0.264099
   0.303882,    0.265652
   0.306618,    0.267064
   0.309355,    0.268331
   0.312091,    0.269507
   0.314828,    0.270601
   0.317564,    0.271499
   0.320301,    0.272324
   0.323037,    0.273052
   0.325773,    0.273606
   0.328510,    0.274119
   0.331246,    0.274462
   0.333983,    0.274730
   0.336719,    0.274865
   0.339456,    0.274896
   0.342192,    0.274836
   0.344929,    0.274663
   0.347665,    0.274394
   0.350402,    0.274014
   0.353138,    0.273520
   0.355874,    0.272989
   0.358611,    0.272289
   0.361347,    0.271597
   0.364084,    0.270692
   0.366820,    0.269767
   0.369557,    0.268782
   0.372293,    0.267655
   0.375030,    0.266536
   0.377766,    0.265260
   0.380503,    0.263910
   0.383239,    0.262574
   0.385975,    0.261103
   0.388712,    0.259578
   0.391448,    0.258023
   0.394185,    0.256372
   0.396921,    0.254644
   0.399658,    0.252931
   0.402394,    0.251206
   0.405131,    0.249289
   0.407867,    0.247388
   0.410604,    0.245505
   0.413340,    0.243561
   0.416076,    0.241535
   0.418813,    0.239497
   0.421549,    0.237476
   0.424286,    0.235411
   0.427022,    0.233266
   0.429759,    0.231143
   0.432495,    0.229022
   0.435232,    0.226919
   0.437968,    0.224699
   0.440705,    0.222493
   0.443441,    0.220312
   0.446177,    0.218144
   0.448914,    0.215997
   0.451650,    0.213739
   0.454387,    0.211509
   0.457123,    0.209306
   0.459860,    0.207123
   0.462596,    0.204965
   0.465333,    0.202773
   0.468069,    0.200550
   0.470806,    0.198355
   0.473542,    0.196188
   0.476278,    0.194049
   0.479015,    0.191936
   0.481751,    0.189817
   0.484488,    0.187657
   0.487224,    0.185529
   0.489961,    0.183432
   0.492697,    0.181363
   0.495434,    0.179322
   0.498170,    0.177308
   0.500907,    0.175297
   0.503643,    0.173259
   0.506379,    0.171250
   0.509116,    0.169269
   0.511852,    0.167315
   0.514589,    0.165389
   0.517325,    0.163493
   0.520062,    0.161622
   0.522798,    0.159759
   0.525535,    0.157870
   0.528271,    0.156007
   0.531008,    0.154169
   0.533744,    0.152358
   0.536480,    0.150573
   0.539217,    0.148813
   0.541953,    0.147077
   0.544690,    0.145359
   0.547426,    0.143666
