Speed (TAS), Climb Angle
  92.343919,  137.283543
  94.011574,  138.978553
  95.679229,  141.880980
  97.346883,  144.640153
  99.014538,  147.116003
 100.682192,  149.404373
 102.349847,  151.190374
 104.017502,  152.893476
 105.685156,  154.085536
 107.352811,  155.315047
 109.020465,  156.047410
 110.688120,  156.463200
 112.355775,  156.902664
 114.023429,  156.819415
 115.691084,  156.466567
 117.358738,  156.124966
 119.026393,  155.624009
 120.694048,  154.579243
 122.361702,  153.535457
 124.029357,  152.492650
 125.697011,  151.284817
 127.364666,  149.528930
 129.032321,  147.764462
 130.699975,  145.991415
 132.367630,  144.209788
 134.035284,  142.074514
 135.702939,  139.520095
 137.370594,  136.948707
 139.038248,  134.360348
 140.705903,  131.755020
 142.373557,  129.132721
 144.041212,  126.137710
 145.708867,  122.858247
 147.376521,  119.554573
 149.044176,  116.226688
 150.711830,  112.874591
 152.379485,  109.498281
 154.047140,  106.097757
 155.714794,  102.589809
 157.382449,   98.572779
 159.050103,   94.525433
 160.717758,   90.447769
 162.385413,   86.339783
 164.053067,   82.201473
 165.720722,   78.032834
 167.388376,   74.057296
 169.056031,   70.062777
 170.723686,   66.037905
 172.391340,   61.819730
 174.058995,   57.221863
 175.726649,   52.588659
 177.394304,   47.920113
 179.061959,   43.216216
 180.729613,   38.476962
 182.397268,   33.702343
 184.064922,   28.892350
 185.732577,   24.046974
 187.400232,   19.166206
 189.067886,   14.250036
 190.735541,    9.298455
 192.403195,    4.311450
 194.070850,   -0.710988
 195.738505,   -5.968621
 197.406159,  -11.511638
 199.073814,  -17.122419
 200.741468,  -22.831327
 202.409123,  -28.579606
 204.076778,  -34.367276
 205.744432,  -40.194357
 207.412087,  -46.060869
 209.079741,  -51.966834
 210.747396,  -57.912275
 212.415051,  -63.897214
 214.082705,  -69.921675
 215.750360,  -75.985683
 217.418014,  -82.089263
 219.085669,  -88.232443
 220.753324,  -94.415249
 222.420978, -100.637709
 224.088633, -106.899853
 225.756287, -113.201710
 227.423942, -119.543312
 229.091597, -125.924690
 230.759251, -132.345876
 232.426906, -139.159006
 234.094560, -146.173235
 235.762215, -153.230204
 237.429870, -160.329958
 239.097524, -167.472544
 240.765179, -174.658049
 242.432833, -181.887837
 244.100488, -189.167034
 245.768143, -196.415453
 247.435797, -203.721744
 249.103452, -211.121661
 250.771106, -218.640804
 252.438761, -226.310839
 254.106416, -234.169888
 255.774070, -242.262944
 257.441725, -250.642279
