Mach, Rate of Climb
   0.235008,  519.185678
   0.238695,  547.427012
   0.242381,  563.312810
   0.246068,  576.408777
   0.249755,  586.344437
   0.253442,  594.318570
   0.257129,  600.998502
   0.260815,  606.626467
   0.264502,  610.153585
   0.268189,  613.835371
   0.271876,  615.456790
   0.275563,  616.532176
   0.279249,  617.326972
   0.282936,  616.266284
   0.286623,  615.273135
   0.290310,  614.105107
   0.293996,  610.478130
   0.297683,  607.272720
   0.301370,  603.917151
   0.305057,  599.277904
   0.308744,  593.326038
   0.312430,  587.793172
   0.316117,  581.965669
   0.319804,  574.478616
   0.323491,  565.260400
   0.327178,  556.102425
   0.330864,  546.559042
   0.334551,  536.629408
   0.338238,  523.971053
   0.341925,  510.080096
   0.345612,  495.687820
   0.349298,  480.791975
   0.352985,  465.985605
   0.356672,  450.107600
   0.360359,  430.969390
   0.364045,  411.350224
   0.367732,  391.499135
   0.371419,  371.046944
   0.375106,  349.990310
   0.378793,  328.521198
   0.382479,  304.902499
   0.386166,  278.309347
   0.389853,  250.986767
   0.393540,  223.123243
   0.397227,  194.575236
   0.400913,  165.288934
   0.404600,  135.268930
   0.408287,  104.629438
   0.411974,   73.206376
   0.415661,   37.265552
   0.419347,    0.500720
   0.423034,  -37.056962
   0.426721,  -75.484744
   0.430408, -114.788046
   0.434094, -154.914436
   0.437781, -195.889097
   0.441468, -237.753912
   0.445155, -280.514302
   0.448842, -324.106373
   0.452528, -368.939196
   0.456215, -418.242323
   0.459902, -468.548178
   0.463589, -519.820706
   0.467276, -572.116818
   0.470962, -625.442724
   0.474649, -679.786751
   0.478336, -735.148603
   0.482023, -791.558216
   0.485710, -849.021798
   0.489396, -907.530261
   0.493083, -967.098270
   0.496770, -1027.738539
   0.500457, -1089.457276
   0.504143, -1152.260000
   0.507830, -1216.667742
   0.511517, -1285.681715
   0.515204, -1355.892540
   0.518891, -1427.318430
   0.522577, -1499.949858
   0.526264, -1573.793677
   0.529951, -1648.880136
   0.533638, -1725.215083
   0.537325, -1802.783613
   0.541011, -1881.592576
   0.544698, -1961.704320
   0.548385, -2043.085943
   0.552072, -2125.729516
   0.555759, -2209.647717
   0.559445, -2294.932419
   0.563132, -2381.500913
   0.566819, -2469.360051
   0.570506, -2558.557787
   0.574192, -2649.143337
   0.577879, -2741.041698
   0.581566, -2834.259720
   0.585253, -2928.896207
   0.588940, -3024.927648
   0.592626, -3124.930365
   0.596313, -3227.044229
   0.600000, -3330.737042
