eta, Cl
   0.000000,    0.503291
   0.020408,    0.507054
   0.040816,    0.514123
   0.061224,    0.520661
   0.081633,    0.526768
   0.102041,    0.532509
   0.122449,    0.537930
   0.142857,    0.543065
   0.163265,    0.547941
   0.183673,    0.552579
   0.204082,    0.556994
   0.224490,    0.561201
   0.244898,    0.565209
   0.265306,    0.569029
   0.285714,    0.572478
   0.306122,    0.574489
   0.326531,    0.574006
   0.346939,    0.572749
   0.367347,    0.571175
   0.387755,    0.569307
   0.408163,    0.567161
   0.428571,    0.564749
   0.448980,    0.562084
   0.469388,    0.559173
   0.489796,    0.556021
   0.510204,    0.552629
   0.530612,    0.548996
   0.551020,    0.545124
   0.571429,    0.541005
   0.591837,    0.536629
   0.612245,    0.531984
   0.632653,    0.527050
   0.653061,    0.521803
   0.673469,    0.516209
   0.693878,    0.510228
   0.714286,    0.503806
   0.734694,    0.496871
   0.755102,    0.489333
   0.775510,    0.481072
   0.795918,    0.471928
   0.816327,    0.461683
   0.836735,    0.450041
   0.857143,    0.436581
   0.877551,    0.420694
   0.897959,    0.401464
   0.918367,    0.377444
   0.938776,    0.346184
   0.959184,    0.303049
   0.979592,    0.237146
   1.000000,    0.000000
