eta, Cl
   0.000000,    0.337818
   0.020408,    0.340337
   0.040816,    0.345060
   0.061224,    0.349410
   0.081633,    0.353455
   0.102041,    0.357234
   0.122449,    0.360776
   0.142857,    0.364102
   0.163265,    0.367227
   0.183673,    0.370160
   0.204082,    0.372906
   0.224490,    0.375466
   0.244898,    0.377838
   0.265306,    0.380015
   0.285714,    0.381852
   0.306122,    0.382591
   0.326531,    0.381487
   0.346939,    0.379735
   0.367347,    0.377677
   0.387755,    0.375343
   0.408163,    0.372756
   0.428571,    0.369935
   0.448980,    0.366894
   0.469388,    0.363646
   0.489796,    0.360198
   0.510204,    0.356556
   0.530612,    0.352725
   0.551020,    0.348710
   0.571429,    0.344511
   0.591837,    0.340126
   0.612245,    0.335550
   0.632653,    0.330777
   0.653061,    0.325794
   0.673469,    0.320589
   0.693878,    0.315138
   0.714286,    0.309417
   0.734694,    0.303389
   0.755102,    0.297006
   0.775510,    0.290206
   0.795918,    0.282904
   0.816327,    0.274985
   0.836735,    0.266290
   0.857143,    0.256594
   0.877551,    0.245568
   0.897959,    0.232719
   0.918367,    0.217261
   0.938776,    0.197863
   0.959184,    0.171994
   0.979592,    0.133675
   1.000000,    0.000000
