Ground Distance, Angular Velocity
   0.000000,    0.000000
   6.087701,    0.000000
  24.231001,    0.000000
  54.248970,    0.000000
  95.959182,    0.000000
 149.177878,    0.000000
 213.720117,    0.000000
 289.399935,    0.000000
 376.030524,    0.000000
 473.424389,    0.000000
 581.393488,    0.000000
 699.749443,    0.000000
 828.303762,    0.000000
 966.868134,    0.000000
1115.254802,    0.000000
1273.276817,    0.000000
1440.748392,    0.000000
1617.484919,    0.000000
1803.303043,    0.000000
1892.083060,    0.000000
2090.868905,    0.000000
2220.079878,    0.000000
2346.802302,    1.502859
2454.703744,    1.831670
2675.528204,    2.298292
2900.445616,    2.549437
2953.176401,    2.588666
3176.770087,    2.688020
3404.083343,    0.975415
3631.394627,    0.328977
3858.704235,    0.116077
4086.012619,    0.053068
4313.320484,    0.032761
4540.629240,    0.033998
4767.938186,    0.024178
4995.247348,    0.025190
5222.556800,    0.026155
5449.866603,    0.027079
5677.176808,    0.027962
5680.656626,    0.027810
5817.281455,   -0.000033
6044.591313,   -0.010877
6271.901335,   -0.011144
6499.211719,   -0.022255
6726.522471,   -0.022604
6953.833673,   -0.012213
7181.145351,   -0.012576
7408.457537,   -0.012938
7635.770210,   -0.013301
7726.940060,   -0.017742
7954.251833,   -0.646299
8181.561860,   -0.827638
8408.870884,   -0.870781
8636.180088,   -0.880287
8863.491049,   -0.248724
9090.803922,   -0.081310
9318.118054,   -0.027042
9545.433063,   -0.014014
9772.748710,   -0.011264
10000.064836,   -0.008463
10227.381224,   -0.005649
10454.697769,   -0.013261
10682.014856,   -0.010456
10909.332307,   -0.007643
11136.649887,   -0.004831
11363.967797,   -0.012414
11591.286182,   -0.009617
11818.604827,   -0.006810
12045.923634,   -0.014344
12273.242850,   -0.011567
12500.562550,   -0.008767
12727.882564,   -0.005963
12955.202763,   -0.013479
13182.523399,   -0.010707
13409.844383,   -0.007915
13637.165592,   -0.005119
13864.487124,   -0.012614
14091.809159,   -0.009839
14319.131507,   -0.007050
14546.454068,   -0.004265
14773.776923,   -0.011746
15001.100305,   -0.008968
15228.424036,   -0.006186
15455.747955,   -0.013622
15683.072375,   -0.010869
15910.397200,   -0.008099
16137.722248,   -0.005326
16365.047578,   -0.012744
16592.373419,   -0.009991
16819.699578,   -0.007227
17047.025895,   -0.004463
17274.352579,   -0.011861
17501.679744,   -0.009109
17729.007180,   -0.006348
17956.334800,   -0.013699
18183.662962,   -0.010960
18410.991587,   -0.008207
18638.320449,   -0.005450
18865.649516,   -0.012786
19092.979162,   -0.010047
19320.309176,   -0.007306
19547.639133,   -0.014605
19774.969440,   -0.011901
20002.300117,   -0.009179
20229.630921,   -0.006447
20456.961798,   -0.013732
20684.293009,   -0.011032
20911.624495,   -0.008309
21138.956097,   -0.005579
21366.287858,   -0.012846
21593.620021,   -0.010140
21820.952425,   -0.007413
22048.284978,   -0.004685
22275.617419,   -0.022047
22502.949805,   -0.019655
22730.281683,   -0.017262
22957.613778,   -0.024803
23184.946263,   -0.022403
23412.279013,   -0.019980
23639.611937,   -0.017541
23866.945099,   -0.024991
24094.278695,   -0.022546
24321.612586,   -0.020076
24548.946654,   -0.017589
24776.280954,   -0.024951
25003.615746,   -0.022458
25230.950892,   -0.019939
25458.286243,   -0.017403
25685.621818,   -0.024683
25912.957854,   -0.022146
26140.294237,   -0.019578
26246.886462,   -0.022965
