alpha body, Neutral Point
 -10.000000,    0.234943
  -9.000000,    0.245798
  -8.000000,    0.267147
  -7.000000,    0.288431
  -6.000000,    0.309800
  -5.000000,    0.330771
  -4.000000,    0.348047
  -3.000000,    0.361377
  -2.000000,    0.382702
  -1.000000,    0.404364
   0.000000,    0.417582
   1.000000,    0.430669
   2.000000,    0.443555
   3.000000,    0.455580
   4.000000,    0.467053
   5.000000,    0.478370
   6.000000,    0.489405
   7.000000,    0.500006
   8.000000,    0.510243
   9.000000,    0.520002
  10.000000,    0.529277
  11.000000,    0.541514
  12.000000,    0.569244
  13.000000,    0.628579
  14.000000,    0.735719
  15.000000,    1.038912
  16.000000,    1.669171
  17.000000,    3.298503
  18.000000,  151.527323
  19.000000,  146.946344
  20.000000,   -4.629037
