Mach, Efficiency
   0.435421,   17.691213
   0.436436,   17.710205
   0.437450,   17.729281
   0.438465,   17.748444
   0.439479,   17.767692
   0.440494,   17.787027
   0.441508,   17.802157
   0.442523,   17.815333
   0.443537,   17.828560
   0.444552,   17.841836
   0.445567,   17.855162
   0.446581,   17.867753
   0.447596,   17.876374
   0.448610,   17.885022
   0.449625,   17.893699
   0.450639,   17.902403
   0.451654,   17.911136
   0.452668,   17.917061
   0.453683,   17.919306
   0.454697,   17.921556
   0.455712,   17.923813
   0.456726,   17.926075
   0.457741,   17.928342
   0.458755,   17.929359
   0.459770,   17.929013
   0.460784,   17.928665
   0.461799,   17.928317
   0.462814,   17.927968
   0.463828,   17.927618
   0.464843,   17.926565
   0.465857,   17.923725
   0.466872,   17.920879
   0.467886,   17.918028
   0.468901,   17.915172
   0.469915,   17.912310
   0.470930,   17.909444
   0.471944,   17.904534
   0.472959,   17.899189
   0.473973,   17.893837
   0.474988,   17.888476
   0.476002,   17.883107
   0.477017,   17.877730
   0.478032,   17.872091
   0.479046,   17.864015
   0.480061,   17.855928
   0.481075,   17.847832
   0.482090,   17.839726
   0.483104,   17.831611
   0.484119,   17.823485
   0.485133,   17.815175
   0.486148,   17.804310
   0.487162,   17.793436
   0.488177,   17.782553
   0.489191,   17.771661
   0.490206,   17.760759
   0.491220,   17.749849
   0.492235,   17.738929
   0.493250,   17.725914
   0.494264,   17.712065
   0.495279,   17.698210
   0.496293,   17.684348
   0.497308,   17.670480
   0.498322,   17.656605
   0.499337,   17.642724
   0.500351,   17.628788
   0.501366,   17.612801
   0.502380,   17.596810
   0.503395,   17.580816
   0.504409,   17.564819
   0.505424,   17.548818
   0.506438,   17.532815
   0.507453,   17.516809
   0.508467,   17.500801
   0.509482,   17.482779
   0.510497,   17.464680
   0.511511,   17.446583
   0.512526,   17.428487
   0.513540,   17.410392
   0.514555,   17.392300
   0.515569,   17.374210
   0.516584,   17.356121
   0.517598,   17.337119
   0.518613,   17.317165
   0.519627,   17.297217
   0.520642,   17.277277
   0.521656,   17.257344
   0.522671,   17.237418
   0.523685,   17.217499
   0.524700,   17.197588
   0.525715,   17.177685
   0.526729,   17.156743
   0.527744,   17.135036
   0.528758,   17.113343
   0.529773,   17.091663
   0.530787,   17.069997
   0.531802,   17.048344
   0.532816,   17.026705
   0.533831,   17.005080
   0.534845,   16.983469
   0.535860,   16.961543
