Ground Distance, 
   0.000000,   50.000000
 787.639352,    8.721571
 824.646390,    6.890125
 861.653429,    5.274582
 898.660468,    3.874777
 935.667506,    2.690567
 972.674545,    1.721832
1009.681584,    0.968473
1046.688622,    0.430414
1083.695661,    0.107601
1120.702699,   -0.000000
1123.401550,    0.000000
1150.352771,    0.000000
1337.384298,    0.000000
1374.399154,    0.000000
1411.285025,    0.000000
1448.042546,    0.000000
1484.672345,    0.000000
1487.101438,    0.000000
1488.962296,    0.000000
1490.523985,    0.000000
1491.316368,    0.000000
1491.812963,    0.000000
1492.218916,    0.000000
1492.378281,    0.000000
1492.476974,    0.000000
1492.527629,    0.000000
1492.548959,    0.000000
1492.570317,    0.000000
1492.783893,    0.000000
1494.919385,    0.000000
1516.247551,    0.000000
1661.638817,    0.000000
1806.077723,    0.000000
1942.480526,    0.000000
1996.039409,    0.000000
2033.964572,    0.000000
2072.011654,    0.000000
2186.483005,    0.000000
2296.396727,    0.000000
2397.772305,    0.000000
2490.510898,    0.000000
2574.780591,    0.000000
2650.837811,    0.000000
2719.008677,    0.000000
2779.671911,    0.000000
2833.238883,    0.000000
2844.826487,    0.000000
2851.772318,    0.000000
2860.016268,    0.000000
2867.523836,    0.000000
2910.191779,    0.000000
2915.837031,    0.000000
2918.374851,    0.000000
2921.034465,    0.000000
2946.410382,    0.000000
2978.177784,    0.000000
2979.282112,    0.000000
2980.427914,    0.000000
2991.470361,    0.000000
3017.048174,    0.000000
3037.318520,    0.000000
3041.139880,    0.000000
3041.578257,    0.000000
3041.971498,    0.000000
3045.676224,    0.000000
3056.673002,    0.000000
3058.206190,    0.000000
3058.891013,    0.000000
3059.365618,    0.000000
3059.683596,    0.000000
3059.869957,    0.000000
3059.945720,    0.000000
3059.949503,    0.000000
3059.949811,    0.000000
3059.949826,    0.000000
