eta, Cl
   0.000000,    1.750417
   0.020408,    1.750417
   0.040816,    1.750417
   0.061224,    1.750417
   0.081633,    1.750417
   0.102041,    1.750417
   0.122449,    1.750417
   0.142857,    1.750417
   0.163265,    1.750417
   0.183673,    1.750417
   0.204082,    1.750417
   0.224490,    1.750417
   0.244898,    1.750417
   0.265306,    1.750417
   0.285714,    1.750417
   0.306122,    1.750417
   0.326531,    1.750417
   0.346939,    1.750417
   0.367347,    1.750417
   0.387755,    1.750417
   0.408163,    1.750417
   0.428571,    1.750417
   0.448980,    1.750417
   0.469388,    1.750417
   0.489796,    1.750417
   0.510204,    1.750417
   0.530612,    1.750417
   0.551020,    1.750417
   0.571429,    1.750417
   0.591837,    1.750417
   0.612245,    1.750417
   0.632653,    1.750417
   0.653061,    1.750417
   0.673469,    1.750417
   0.693878,    1.750417
   0.714286,    1.750417
   0.734694,    1.750417
   0.755102,    1.750417
   0.775510,    1.750417
   0.795918,    1.750417
   0.816327,    1.750417
   0.836735,    1.750417
   0.857143,    1.750417
   0.877551,    1.750417
   0.897959,    1.750417
   0.918367,    1.750417
   0.938776,    1.750417
   0.959184,    1.750417
   0.979592,    1.750417
   1.000000,    1.750417
