eta, D
   0.000000,  188.306552
   0.020408,  187.082618
   0.040816,  185.882892
   0.061224,  184.654076
   0.081633,  183.405680
   0.102041,  182.141155
   0.122449,  180.862158
   0.142857,  179.569612
   0.163265,  178.264084
   0.183673,  176.945944
   0.204082,  175.615442
   0.224490,  174.272744
   0.244898,  172.917954
   0.265306,  171.551125
   0.285714,  170.172269
   0.306122,  168.781355
   0.326531,  167.378314
   0.346939,  165.963038
   0.367347,  164.535381
   0.387755,  163.095159
   0.408163,  161.642152
   0.428571,  160.176115
   0.448980,  158.696802
   0.469388,  157.204087
   0.489796,  155.699150
   0.510204,  154.175907
   0.530612,  152.633187
   0.551020,  151.075923
   0.571429,  149.501749
   0.591837,  147.909434
   0.612245,  146.297757
   0.632653,  144.665375
   0.653061,  143.010772
   0.673469,  141.332215
   0.693878,  139.627711
   0.714286,  137.894957
   0.734694,  136.131278
   0.755102,  134.333566
   0.775510,  132.498187
   0.795918,  130.620903
   0.816327,  128.696781
   0.836735,  126.720173
   0.857143,  124.684867
   0.877551,  122.584842
   0.897959,  120.416916
   0.918367,  118.190224
   0.938776,  115.965462
   0.959184,  114.088564
   0.979592,  116.483041
   1.000000,  101.015980
