Speed (TAS), Rate of Climb
  77.975486,    8.391059
  79.331255,    8.468033
  80.687023,    8.604400
  82.042792,    8.741929
  83.398560,    8.858249
  84.754329,    8.973491
  86.110097,    9.075970
  87.465866,    9.174706
  88.821634,    9.264573
  90.177403,    9.353103
  91.533171,    9.425152
  92.888940,    9.499614
  94.244708,    9.564621
  95.600477,    9.621937
  96.956245,    9.679351
  98.312014,    9.725184
  99.667782,    9.767546
 101.023551,    9.807927
 102.379319,    9.838533
 103.735088,    9.865189
 105.090856,    9.889442
 106.446625,    9.908923
 107.802393,    9.918363
 109.158162,    9.924966
 110.513930,    9.929120
 111.869699,    9.931817
 113.225467,    9.919438
 114.581236,    9.903780
 115.937004,    9.888449
 117.292773,    9.871722
 118.648541,    9.843668
 120.004309,    9.804907
 121.360078,    9.765742
 122.715846,    9.722925
 124.071615,    9.676445
 125.427383,    9.629478
 126.783152,    9.566638
 128.138920,    9.495847
 129.494689,    9.422152
 130.850457,    9.345644
 132.206226,    9.264994
 133.561994,    9.180351
 134.917763,    9.093131
 136.273531,    8.989818
 137.629300,    8.877345
 138.985068,    8.761221
 140.340837,    8.640859
 141.696605,    8.515800
 143.052374,    8.386412
 144.408142,    8.253180
 145.763911,    8.115213
 147.119679,    7.972491
 148.475448,    7.813271
 149.831216,    7.645175
 151.186985,    7.471824
 152.542753,    7.293616
 153.898522,    7.110506
 155.254290,    6.922081
 156.610059,    6.728387
 157.965827,    6.529823
 159.321596,    6.325879
 160.677364,    6.116532
 162.033133,    5.901970
 163.388901,    5.682038
 164.744670,    5.442625
 166.100438,    5.194903
 167.456207,    4.941252
 168.811975,    4.681639
 170.167744,    4.416037
 171.523512,    4.144140
 172.879281,    3.866175
 174.235049,    3.582131
 175.590818,    3.291647
 176.946586,    2.994745
 178.302355,    2.691671
 179.658123,    2.382250
 181.013892,    2.065799
 182.369660,    1.743077
 183.725429,    1.414055
 185.081197,    1.077720
 186.436966,    0.734706
 187.792734,    0.371091
 189.148503,   -0.002098
 190.504271,   -0.383167
 191.860040,   -0.771108
 193.215808,   -1.165953
 194.571577,   -1.569721
 195.927345,   -1.980535
 197.283114,   -2.398372
 198.638882,   -2.824678
 199.994651,   -3.259116
 201.350419,   -3.700704
 202.706188,   -4.150002
 204.061956,   -4.608845
 205.417725,   -5.074968
 206.773493,   -5.548400
 208.129262,   -6.031777
 209.485030,   -6.523243
 210.840799,   -7.022154
 212.196567,   -7.530026
