Time, Load Factor
   0.000100,    0.000000
   0.000632,    0.000000
   0.002218,    0.000000
   0.007077,    0.000000
   0.016932,    0.000000
   0.033662,    0.000001
   0.058512,    0.000004
   0.087458,    0.000010
   0.116303,    0.000017
   0.145366,    0.000026
   0.174441,    0.000038
   0.203588,    0.000052
   0.232909,    0.000068
   0.262299,    0.000086
   0.291871,    0.000107
   0.321316,    0.000129
   0.351004,    0.000154
   0.380597,    0.000181
   0.410762,    0.000211
   0.440644,    0.000242
   0.471076,    0.000277
   0.501615,    0.000314
   0.532006,    0.000353
   0.562763,    0.000395
   0.593681,    0.000439
   0.624600,    0.000486
   0.656013,    0.000536
   0.687658,    0.000589
   0.719786,    0.000645
   0.751814,    0.000704
   0.784227,    0.000765
   0.816741,    0.000830
   0.849643,    0.000898
   0.882412,    0.000968
   0.915618,    0.001042
   0.949000,    0.001119
   0.982734,    0.001200
   1.016581,    0.001283
   1.050738,    0.001371
   1.085043,    0.001461
   1.119784,    0.001556
   1.154759,    0.001654
   1.190225,    0.001756
   1.226161,    0.001863
   1.262379,    0.001974
   1.298572,    0.002089
   1.334699,    0.002206
   1.371762,    0.002329
   1.408680,    0.002455
   1.445733,    0.002585
   1.482969,    0.002719
   1.520248,    0.002856
   1.557873,    0.002998
   1.596460,    0.003148
   1.635326,    0.003302
   1.673656,    0.003457
   1.712445,    0.003618
   1.751185,    0.003782
   1.790480,    0.003952
   1.830122,    0.004127
   1.870346,    0.004309
   1.910553,    0.004494
   1.951079,    0.004685
   1.992188,    0.004883
   2.033930,    0.005087
   2.075686,    0.005296
   2.117167,    0.005508
   2.159066,    0.005726
   2.201369,    0.005950
   2.243683,    0.006178
   2.286842,    0.006415
   2.329881,    0.006656
   2.373328,    0.006904
   2.417343,    0.007159
   2.461260,    0.007418
   2.505257,    0.007683
   2.549760,    0.007954
   2.594599,    0.008233
   2.639517,    0.008517
   2.684373,    0.008805
   2.730016,    0.009102
   2.775929,    0.009407
