Speed, Powers
 180.477620, 3396.681834
 181.087937, 3402.904412
 181.698255, 3404.994644
 182.308572, 3406.618751
 182.918890, 3407.474672
 183.529207, 3407.936882
 184.139525, 3408.290098
 184.749842, 3408.585012
 185.360159, 3408.907461
 185.970477, 3409.121692
 186.580794, 3409.227348
 187.191112, 3409.224071
 187.801429, 3409.572200
 188.411747, 3410.259931
 189.022064, 3410.846503
 189.632382, 3411.331590
 190.242699, 3411.714862
 190.853017, 3411.995993
 191.463334, 3416.309229
 192.073652, 3420.711475
 192.683969, 3425.051779
 193.294287, 3429.329942
 193.904604, 3433.545769
 194.514921, 3437.699062
 195.125239, 3441.789624
 195.735556, 3445.817260
 196.345874, 3449.781771
 196.956191, 3453.682961
 197.566509, 3457.520633
 198.176826, 3461.294591
 198.787144, 3465.004638
 199.397461, 3468.650576
 200.007779, 3472.232209
 200.618096, 3475.749341
 201.228414, 3479.201774
 201.838731, 3482.589311
 202.449049, 3485.911755
 203.059366, 3489.168911
 203.669683, 3492.360581
 204.280001, 3495.486567
 204.890318, 3498.546675
 205.500636, 3501.540705
 206.110953, 3504.468463
 206.721271, 3507.329750
 207.331588, 3510.124370
 207.941906, 3512.852126
 208.552223, 3515.512822
 209.162541, 3518.106261
 209.772858, 3520.632245
 210.383176, 3523.090578
 210.993493, 3525.481063
 211.603811, 3527.803504
 212.214128, 3530.057702
 212.824445, 3532.243463
 213.434763, 3534.360588
 214.045080, 3536.408881
 214.655398, 3538.388146
 215.265715, 3540.298185
 215.876033, 3542.138801
 216.486350, 3543.909798
 217.096668, 3551.728037
 217.706985, 3561.580576
 218.317303, 3571.432001
 218.927620, 3581.282308
 219.537938, 3591.131494
 220.148255, 3600.979557
 220.758573, 3610.826492
 221.368890, 3620.672298
 221.979207, 3630.516970
 222.589525, 3640.360506
 223.199842, 3650.202902
 223.810160, 3660.044156
 224.420477, 3669.884264
 225.030795, 3679.723223
 225.641112, 3689.561031
 226.251430, 3699.397683
 226.861747, 3709.233177
 227.472065, 3719.067510
 228.082382, 3728.900678
 228.692700, 3738.732678
 229.303017, 3748.563508
 229.913335, 3758.393164
 230.523652, 3768.221644
 231.133969, 3778.048943
 231.744287, 3787.875058
 232.354604, 3797.699988
 232.964922, 3807.523728
 233.575239, 3817.346275
 234.185557, 3827.167627
 234.795874, 3836.987780
 235.406192, 3846.806731
 236.016509, 3856.624477
 236.626827, 3866.441015
 237.237144, 3876.256341
 237.847462, 3886.070453
 238.457779, 3895.883347
 239.068097, 3905.695021
 239.678414, 3915.505471
 240.288731, 3925.314694
 240.899049, 3935.122686
