Ground Distance, Speed
   0.000000,    0.000000
   6.087701,    7.196025
  24.231001,   14.285328
  54.248970,   21.266978
  95.959182,   28.140130
 149.177878,   34.904035
 213.720117,   41.558056
 289.399935,   48.101634
 376.030524,   54.534296
 473.424389,   60.855698
 581.393488,   67.065585
 699.749443,   73.163776
 828.303762,   79.150324
 966.868134,   85.025426
1115.254802,   90.789502
1273.276817,   96.443127
1440.748392,  101.987028
1617.484919,  107.421928
1803.303043,  112.748491
1892.083060,  115.170552
2090.868905,  120.380971
2220.079878,  123.640098
2346.802302,  126.672510
2454.703744,  129.002037
2675.528204,  132.317538
2900.445616,  134.005307
2953.176401,  134.242143
3176.770087,  134.680060
3404.083343,  134.678784
3631.394627,  134.677704
3858.704235,  134.676882
4086.012619,  134.676330
4313.320484,  134.676396
4540.629240,  134.677223
4767.938186,  134.676771
4995.247348,  134.676913
5222.556800,  134.677138
5449.866603,  134.677426
5677.176808,  134.677746
5680.656626,  134.677738
5817.281455,  134.677341
6044.591313,  134.677323
6271.901335,  134.677829
6499.211719,  134.678071
6726.522471,  134.678261
6953.833673,  134.678560
7181.145351,  134.678815
7408.457537,  134.679072
7635.770210,  134.679295
7726.940060,  134.679173
7954.251981,  134.678157
8181.562368,  134.677244
8408.872181,  134.677695
8636.182939,  134.678204
8863.495073,  134.679210
9090.808671,  134.679959
9318.123293,  134.680548
9545.438605,  134.680779
9772.754477,  134.681114
10000.070794,  134.681300
10227.387531,  134.681475
10454.704703,  134.681719
10682.022329,  134.682018
10909.340380,  134.682296
11136.658782,  134.682670
11363.977647,  134.683038
11591.296877,  134.683319
11818.616634,  134.683464
12045.936905,  134.683637
12273.257619,  134.683809
12500.578794,  134.684123
12727.900444,  134.684395
12955.222464,  134.684710
13182.544856,  134.685043
13409.867596,  134.685472
13637.190892,  134.685670
13864.514665,  134.685745
14091.838954,  134.685985
14319.163760,  134.686256
14546.489061,  134.686579
14773.814828,  134.686887
15001.140981,  134.687237
15228.467543,  134.687652
15455.794602,  134.687974
15683.122180,  134.688095
15910.450229,  134.688230
16137.778789,  134.688505
16365.107847,  134.688763
16592.437333,  134.689056
16819.767259,  134.689457
17047.097720,  134.689844
17274.428607,  134.690286
17501.760039,  134.690491
17729.092097,  134.690715
17956.424669,  134.690882
18183.757732,  134.691156
18411.091338,  134.691525
18638.425510,  134.691881
18865.760116,  134.692262
19093.095097,  134.692639
19320.430437,  134.692803
19547.766201,  134.692873
19775.102232,  134.692434
20002.437830,  134.692630
20229.773069,  134.692646
20457.108712,  134.692750
20684.444775,  134.692971
20911.781282,  134.693203
21139.118238,  134.693458
21366.455598,  134.693658
21593.793302,  134.693883
21821.131390,  134.694172
22048.469922,  134.694467
22275.808871,  134.694755
22503.148208,  134.695088
22730.487993,  134.695417
22957.828177,  134.695761
23185.168783,  134.695927
23412.509925,  134.696146
23639.851522,  134.696297
23867.193541,  134.696477
24094.535946,  134.696655
24321.878716,  134.696871
24549.221881,  134.697150
24776.565488,  134.697475
25003.909555,  134.697813
25231.254054,  134.698169
25458.598975,  134.698534
25685.944299,  134.698739
25913.290017,  134.698803
26140.636165,  134.698957
26246.719160,  134.699287
