Ground Roll distance, Load Factor
1087.511377,    0.724873
1111.848456,    0.722012
1278.111704,    0.702628
1311.093748,    0.698814
1343.986179,    0.695022
1376.789246,    0.691251
1409.503198,    0.687501
1416.035317,    0.686753
1416.057118,    0.686750
1416.064785,    0.686750
1416.072947,    0.686749
1416.073791,    0.686748
1416.074649,    0.686748
1416.083233,    0.686744
1416.169073,    0.686705
1417.027343,    0.686316
1425.596630,    0.682414
1509.899868,    0.641956
1612.427584,    0.587174
1707.012854,    0.530345
1792.618903,    0.472817
1869.437633,    0.415438
1937.820107,    0.359031
1998.194636,    0.304392
2051.028817,    0.252273
2053.874047,    0.249340
2057.126655,    0.245971
2088.414400,    0.212670
2103.629069,    0.195862
2112.149714,    0.186263
2116.444019,    0.181373
2120.265250,    0.176992
2155.849156,    0.134754
2164.128584,    0.124531
2172.726748,    0.113744
2174.951612,    0.110924
2178.627565,    0.106239
2206.893091,    0.069126
2229.289579,    0.038200
2233.670401,    0.031971
2235.284564,    0.029660
2236.452472,    0.027982
2236.901359,    0.027336
2237.349896,    0.026690
2241.538775,    0.020612
2252.389723,    0.004481
2253.977908,    0.002059
2254.591591,    0.001116
2254.981343,    0.000515
2255.210085,    0.000161
2255.306728,    0.000011
2255.313011,    0.000002
2255.313901,    0.000000
2255.314031,    0.000000
2255.314032,    0.000000
