Ground Roll distance, Vertical Forces
1117.822418, 61275.019981
1144.387939, 61275.019981
1328.355330, 61275.019981
1364.776405, 61275.019981
1401.074596, 61275.019981
1437.250428, 61275.019981
1473.304426, 61275.019981
1480.500652, 61275.019981
1480.700543, 61275.019981
1480.795193, 61275.019981
1480.893308, 61275.019981
1480.954218, 61275.019981
1480.975005, 61275.019981
1480.982233, 61275.019981
1480.984878, 61275.019981
1480.987375, 61275.019981
1481.012343, 61275.019981
1481.262015, 61275.019981
1483.758025, 61275.019981
1508.646640, 61275.019981
1684.022558, 61275.019981
1746.324980, 61275.019981
1768.525456, 61275.019981
1790.052165, 61275.019981
1953.953040, 61275.019981
2110.493241, 61275.019981
2259.450412, 61275.019981
2400.608761, 61275.019981
2533.760383, 61275.019981
2658.706582, 61275.019981
2775.259201, 61275.019981
2883.241925, 61275.019981
2982.491542, 61275.019981
3072.859151, 61275.019981
3082.612247, 61275.019981
3088.514909, 61275.019981
3093.853733, 61275.019981
3145.222090, 61275.019981
3218.489898, 61275.019981
3282.494920, 61275.019981
3337.129010, 61275.019981
3382.302672, 61275.019981
3417.945804, 61275.019981
3444.008287, 61275.019981
3460.460419, 61275.019981
3467.293167, 61275.019981
3467.506125, 61275.019981
3467.506614, 61275.019981
