Ground Roll distance, Vertical Forces
1117.822418, 37630.960198
1144.387939, 37448.413721
1328.355330, 36199.853112
1364.776405, 35955.873402
1401.074596, 35713.762601
1437.250428, 35473.503167
1473.304426, 35235.077757
1480.500652, 35187.611246
1480.700543, 35186.293342
1480.795193, 35185.669309
1480.893308, 35185.022445
1480.954218, 35184.620872
1480.975005, 35184.483826
1480.982233, 35184.436170
1480.984878, 35184.416515
1480.987375, 35184.379959
1481.012343, 35184.014405
1481.262015, 35180.358868
1483.758025, 35143.804431
1508.646640, 34778.359613
1684.022558, 32153.971876
1746.324980, 31200.600820
1768.525456, 30858.180062
1790.052165, 30524.756364
1953.953040, 27940.413503
2110.493241, 25395.441770
2259.450412, 22902.693182
2400.608761, 20475.333891
2533.760383, 18126.706103
2658.706582, 15870.176377
2775.259201, 13718.972662
2883.241925, 11686.012968
2982.491542, 9783.729073
3072.859151, 8023.889100
3082.612247, 7832.391932
3088.514909, 7716.349061
3093.853733, 7611.282627
3145.222090, 6594.879629
3218.489898, 5128.015537
3282.494920, 3830.277810
3337.129010, 2710.774383
3382.302672, 1777.263763
3417.945804, 1036.024180
3444.008287,  491.746863
3460.460419,  147.456628
3467.293167,    4.462138
3467.506125,    0.010292
3467.506614,    0.000071
