Mach, Specific Range
   0.404733,    0.043496
   0.410512,    0.044986
   0.416290,    0.046489
   0.422069,    0.048006
   0.427848,    0.049537
   0.433627,    0.051035
   0.439406,    0.052542
   0.445184,    0.054063
   0.450963,    0.055547
   0.456742,    0.057034
   0.462521,    0.058523
   0.468300,    0.059974
   0.474078,    0.061444
   0.479857,    0.062876
   0.485636,    0.064311
   0.491415,    0.065731
   0.497194,    0.067131
   0.502972,    0.068528
   0.508751,    0.069892
   0.514530,    0.071255
   0.520309,    0.072580
   0.526087,    0.073900
   0.531866,    0.075190
   0.537645,    0.076460
   0.543424,    0.077722
   0.549203,    0.078936
   0.554981,    0.080177
   0.560760,    0.081329
   0.566539,    0.082506
   0.572318,    0.083645
   0.578097,    0.084749
   0.583875,    0.085871
   0.589654,    0.086907
   0.595433,    0.087948
   0.601212,    0.088987
   0.606991,    0.089945
   0.612769,    0.090910
   0.618548,    0.091861
   0.624327,    0.092737
   0.630106,    0.093619
   0.635885,    0.094497
   0.641663,    0.095285
   0.647442,    0.096078
   0.653221,    0.096896
   0.659000,    0.097622
   0.664779,    0.098324
   0.670557,    0.099025
   0.676336,    0.099702
   0.682115,    0.100301
   0.687894,    0.100897
   0.693672,    0.101492
   0.699451,    0.102043
   0.705230,    0.102535
   0.711009,    0.103014
   0.716788,    0.103488
   0.722566,    0.103931
   0.728345,    0.104305
   0.734124,    0.104675
   0.739903,    0.105041
   0.745682,    0.105402
   0.751460,    0.105683
   0.757239,    0.105947
   0.763018,    0.106206
   0.768797,    0.106461
   0.774576,    0.106706
   0.780354,    0.106866
   0.786133,    0.107023
   0.791912,    0.107175
   0.797691,    0.107321
   0.803470,    0.107464
   0.809248,    0.107542
   0.815027,    0.107596
   0.820806,    0.107645
   0.826585,    0.107688
   0.832364,    0.107725
   0.838142,    0.107753
   0.843921,    0.107705
   0.849700,    0.107650
   0.855479,    0.107640
   0.861257,    0.107627
   0.867036,    0.107611
   0.872815,    0.107592
   0.878594,    0.107526
   0.884373,    0.107437
   0.890151,    0.107347
   0.895930,    0.107253
   0.901709,    0.107161
   0.907488,    0.107069
   0.913267,    0.106974
   0.919045,    0.106846
   0.924824,    0.106689
   0.930603,    0.106530
   0.936382,    0.106368
   0.942161,    0.106204
   0.947939,    0.106037
   0.953718,    0.106119
   0.959497,    0.106336
   0.965276,    0.106517
   0.971055,    0.106675
   0.976833,    0.106829
