Mach, Specific Range
   0.387852,    0.045707
   0.393573,    0.047387
   0.399294,    0.049069
   0.405015,    0.050758
   0.410736,    0.052457
   0.416457,    0.054165
   0.422178,    0.055843
   0.427899,    0.057527
   0.433620,    0.059212
   0.439341,    0.060870
   0.445062,    0.062507
   0.450783,    0.064152
   0.456504,    0.065751
   0.462225,    0.067334
   0.467946,    0.068919
   0.473667,    0.070443
   0.479388,    0.071986
   0.485109,    0.073466
   0.490830,    0.074955
   0.496551,    0.076393
   0.502272,    0.077828
   0.507993,    0.079216
   0.513714,    0.080597
   0.519435,    0.081920
   0.525156,    0.083251
   0.530877,    0.084503
   0.536598,    0.085779
   0.542319,    0.086964
   0.548040,    0.088160
   0.553761,    0.089312
   0.559482,    0.090421
   0.565203,    0.091550
   0.570924,    0.092572
   0.576645,    0.093605
   0.582367,    0.094612
   0.588088,    0.095547
   0.593809,    0.096490
   0.599530,    0.097388
   0.605251,    0.098228
   0.610972,    0.099070
   0.616693,    0.099868
   0.622414,    0.100602
   0.628135,    0.101338
   0.633856,    0.102057
   0.639577,    0.102683
   0.645298,    0.103309
   0.651019,    0.103940
   0.656740,    0.104514
   0.662461,    0.105032
   0.668182,    0.105545
   0.673903,    0.106053
   0.679624,    0.106465
   0.685345,    0.106860
   0.691066,    0.107249
   0.696787,    0.107633
   0.702508,    0.107930
   0.708229,    0.108200
   0.713950,    0.108457
   0.719671,    0.108707
   0.725392,    0.108915
   0.731113,    0.109063
   0.736834,    0.109205
   0.742555,    0.109340
   0.748276,    0.109469
   0.753997,    0.109543
   0.759718,    0.109576
   0.765439,    0.109604
   0.771160,    0.109625
   0.776881,    0.109639
   0.782602,    0.109625
   0.788323,    0.109553
   0.794044,    0.109475
   0.799765,    0.109393
   0.805486,    0.109305
   0.811207,    0.109213
   0.816928,    0.109082
   0.822649,    0.108908
   0.828370,    0.108730
   0.834091,    0.108545
   0.839812,    0.108353
   0.845533,    0.108156
   0.851254,    0.107964
   0.856976,    0.107748
   0.862697,    0.107526
   0.868418,    0.107303
   0.874139,    0.107076
   0.879860,    0.106846
   0.885581,    0.106619
   0.891302,    0.106390
   0.897023,    0.106119
   0.902744,    0.105837
   0.908465,    0.105554
   0.914186,    0.105269
   0.919907,    0.104986
   0.925628,    0.104702
   0.931349,    0.104417
   0.937070,    0.104130
   0.942791,    0.103817
   0.948512,    0.103480
   0.954233,    0.103420
