Mach, Specific Range
   0.415823,    0.042172
   0.421666,    0.043558
   0.427508,    0.044960
   0.433350,    0.046374
   0.439192,    0.047778
   0.445035,    0.049176
   0.450877,    0.050591
   0.456719,    0.051985
   0.462562,    0.053372
   0.468404,    0.054781
   0.474246,    0.056144
   0.480088,    0.057530
   0.485931,    0.058893
   0.491773,    0.060256
   0.497615,    0.061614
   0.503457,    0.062952
   0.509300,    0.064295
   0.515142,    0.065605
   0.520984,    0.066921
   0.526827,    0.068206
   0.532669,    0.069488
   0.538511,    0.070750
   0.544353,    0.071993
   0.550196,    0.073239
   0.556038,    0.074436
   0.561880,    0.075663
   0.567722,    0.076819
   0.573565,    0.077991
   0.579407,    0.079140
   0.585249,    0.080250
   0.591092,    0.081381
   0.596934,    0.082443
   0.602776,    0.083505
   0.608618,    0.084576
   0.614461,    0.085560
   0.620303,    0.086558
   0.626145,    0.087555
   0.631987,    0.088472
   0.637830,    0.089400
   0.643672,    0.090334
   0.649514,    0.091176
   0.655357,    0.092051
   0.661199,    0.092913
   0.667041,    0.093703
   0.672883,    0.094470
   0.678726,    0.095240
   0.684568,    0.095991
   0.690410,    0.096666
   0.696252,    0.097341
   0.702095,    0.098017
   0.707937,    0.098646
   0.713779,    0.099215
   0.719622,    0.099783
   0.725464,    0.100351
   0.731306,    0.100879
   0.737148,    0.101350
   0.742991,    0.101819
   0.748833,    0.102286
   0.754675,    0.102746
   0.760517,    0.103119
   0.766360,    0.103488
   0.772202,    0.103854
   0.778044,    0.104215
   0.783887,    0.104546
   0.789729,    0.104817
   0.795571,    0.105084
   0.801413,    0.105348
   0.807256,    0.105608
   0.813098,    0.105846
   0.818940,    0.106017
   0.824782,    0.106182
   0.830625,    0.106343
   0.836467,    0.106496
   0.842309,    0.106643
   0.848152,    0.106737
   0.853994,    0.106833
   0.859836,    0.106942
   0.865678,    0.107047
   0.871521,    0.107149
   0.877363,    0.107247
   0.883205,    0.107306
   0.889047,    0.107334
   0.894890,    0.107358
   0.900732,    0.107382
   0.906574,    0.107407
   0.912417,    0.107428
   0.918259,    0.107449
   0.924101,    0.107418
   0.929943,    0.107370
   0.935786,    0.107318
   0.941628,    0.107264
   0.947470,    0.107207
   0.953312,    0.107373
   0.959155,    0.107709
   0.964997,    0.108024
   0.970839,    0.108295
   0.976682,    0.108563
   0.982524,    0.108827
   0.988366,    0.109088
   0.994208,    0.109345
