eta, Total_Load
   0.000000, 20733.969721
   0.020408, 20671.954824
   0.040816, 20699.855326
   0.061224, 20731.260831
   0.081633, 20761.478010
   0.102041, 20787.863246
   0.122449, 20808.757551
   0.142857, 20823.056915
   0.163265, 20829.994874
   0.183673, 20829.018529
   0.204082, 20819.712292
   0.224490, 20801.748353
   0.244898, 20774.853087
   0.265306, 20738.783383
   0.285714, 20693.309324
   0.306122, 20638.201013
   0.326531, 20573.218115
   0.346939, 20498.101141
   0.367347, 20412.563814
   0.387755, 20316.286016
   0.408163, 20208.906940
   0.428571, 20090.018149
   0.448980, 19959.156267
   0.469388, 19815.795050
   0.489796, 19659.336600
   0.510204, 19488.958353
   0.530612, 19303.854666
   0.551020, 19103.272161
   0.571429, 18886.201275
   0.591837, 18651.491074
   0.612245, 18397.827385
   0.632653, 18123.706592
   0.653061, 17827.403970
   0.673469, 17506.935006
   0.693878, 17160.007582
   0.714286, 16783.961993
   0.734694, 16375.694268
   0.755102, 15931.555883
   0.775510, 15447.218764
   0.795918, 14917.487218
   0.816327, 14336.025314
   0.836735, 13694.943921
   0.857143, 12984.144558
   0.877551, 12190.219900
   0.897959, 11294.490027
   0.918367, 10269.188047
   0.938776, 9069.107049
   0.959184, 7609.568229
   0.979592, 5685.449404
   1.000000,    0.000000
