Mach, Specific Range
   0.453930,    0.144227
   0.455721,    0.143971
   0.457513,    0.143717
   0.459304,    0.143464
   0.461095,    0.143214
   0.462886,    0.142919
   0.464677,    0.142608
   0.466468,    0.142299
   0.468259,    0.141993
   0.470050,    0.141676
   0.471842,    0.141326
   0.473633,    0.140980
   0.475424,    0.140637
   0.477215,    0.140296
   0.479006,    0.139939
   0.480797,    0.139576
   0.482588,    0.139215
   0.484379,    0.138856
   0.486171,    0.138501
   0.487962,    0.138129
   0.489753,    0.137755
   0.491544,    0.137384
   0.493335,    0.137015
   0.495126,    0.136648
   0.496917,    0.136261
   0.498708,    0.135873
   0.500500,    0.135491
   0.502291,    0.135114
   0.504082,    0.134739
   0.505873,    0.134350
   0.507664,    0.133955
   0.509455,    0.133562
   0.511246,    0.133171
   0.513037,    0.132782
   0.514829,    0.132392
   0.516620,    0.131985
   0.518411,    0.131580
   0.520202,    0.131177
   0.521993,    0.130776
   0.523784,    0.130377
   0.525575,    0.129965
   0.527366,    0.129544
   0.529158,    0.129125
   0.530949,    0.128708
   0.532740,    0.128293
   0.534531,    0.127880
   0.536322,    0.127452
   0.538113,    0.127015
   0.539904,    0.126581
   0.541695,    0.126148
   0.543487,    0.125715
   0.545278,    0.125284
   0.547069,    0.124846
   0.548860,    0.124399
   0.550651,    0.123954
   0.552442,    0.123512
   0.554233,    0.123072
   0.556024,    0.122631
   0.557816,    0.122188
   0.559607,    0.121729
   0.561398,    0.121272
   0.563189,    0.120817
   0.564980,    0.120364
   0.566771,    0.119914
   0.568562,    0.119466
   0.570353,    0.119010
   0.572145,    0.118540
   0.573936,    0.118072
   0.575727,    0.117607
   0.577518,    0.117144
   0.579309,    0.116683
   0.581100,    0.116225
   0.582891,    0.115769
   0.584682,    0.115288
   0.586474,    0.114809
   0.588265,    0.114332
   0.590056,    0.113858
   0.591847,    0.113387
   0.593638,    0.112918
   0.595429,    0.112452
   0.597220,    0.111978
   0.599011,    0.111487
   0.600803,    0.110998
   0.602594,    0.110512
   0.604385,    0.110030
   0.606176,    0.109550
   0.607967,    0.109072
   0.609758,    0.108598
   0.611549,    0.108113
   0.613340,    0.107615
   0.615132,    0.107120
   0.616923,    0.106627
   0.618714,    0.106138
   0.620505,    0.105652
   0.622296,    0.105169
   0.624087,    0.104688
   0.625878,    0.104203
   0.627669,    0.103707
   0.629461,    0.103213
   0.631252,    0.102721
